year,Borough,n_counters,borough_mean,change_tfl_cycles,borough_mean_2015,borough_change_2015,count_relative_to_2015,change_relative_to_2015
2016,Kingston upon Thames,15,271.312,0.9009305772873261,269.142,0.8937247797084741,1.0080626583736467,1.0080626583736465
2016,Lambeth,89,733.7347097378278,1.000967057293765,743.2924906367042,1.0140058623191197,0.9871412922647863,0.9871412922647865
2016,Lewisham,34,246.4773529411765,0.9286627092093331,291.68416666666667,1.0134683307976429,0.8450145092134809,0.9163213896170154
2016,Merton,38,202.10368421052632,0.9771104366706306,200.4275675675676,1.0374437303218755,1.0083627051073885,0.9418442736816907
2016,Newham,22,163.6377272727273,0.8844765342960289,167.44043478260872,0.7888971442723514,0.9772891923338675,1.1211557054270191
2016,Redbridge,18,62.775000000000006,0.9180897687773915,74.09,1.0835726159891188,0.8472803347280335,0.8472803347280334
2016,Richmond upon Thames,29,369.4986206896552,1.003204123567722,412.11827586206897,1.118918260021593,0.8965839234300833,0.8965839234300833
2016,Southwark,78,947.3288888888889,0.9732053053116813,886.3342414529915,0.9105445808510835,1.068816756233977,1.068816756233977
2016,Sutton,20,97.09200000000001,0.9923011120615911,95.5575,0.9766181921870544,1.016058394160584,1.016058394160584
2016,Tower Hamlets,57,546.588552631579,0.9194847227302853,572.8018421052632,0.9635813637731967,0.9542367228126564,0.9542367228126564
2016,Waltham Forest,20,248.49600000000004,0.9733441401732129,238.638,0.9347309370076589,1.0413094310210445,1.0413094310210445
2016,Wandsworth,72,471.26458333333335,0.9963284538680949,484.6064383561644,1.028680217802531,0.9724686798052291,0.9685502225331543
2016,Westminster,111,1113.2041366366366,0.9858248393151219,1085.5248348348348,0.9613127643478486,1.0254985431134915,1.0254985431134915
2017,Barking and Dagenham,12,71.92,0.9430894308943091,80.135,1.0508130081300813,0.897485493230174,0.8974854932301742
2017,Barnet,19,96.13263157894737,1.0038846861582498,90.21000000000001,0.9356612327577891,1.0656538252848615,1.0729146949899562
2017,Bexley,20,42.0825,1.031221513217867,41.2455,1.010711030082042,1.0202931228861332,1.020293122886133
2017,Brent,25,154.4172,1.064905079527963,140.43,0.9684453565931246,1.0996026490066224,1.0996026490066226
2017,Bromley,33,64.33909090909091,0.9845609798171466,82.00909090909092,1.2549594617905813,0.7845360824742268,0.7845360824742267
2017,Camden,73,1031.7318607305936,0.9921497937203059,1025.888196347032,0.986530319675358,1.005696200038532,1.005696200038532
2017,City of London,34,2607.525661764706,0.9910264244842838,2232.0949019607842,0.8483387382284574,1.1681965939145886,1.1681965939145886
2017,Croydon,24,85.21125,1.015892081677908,78.23625,0.9327358403400166,1.0891530460624073,1.089153046062407
2017,Ealing,36,205.685,1.0270102933209504,196.695,0.9821221267703738,1.045705279747833,1.045705279747833
2017,Enfield,20,73.88850000000001,1.0751014884979702,81.88650000000001,1.1914749661705004,0.9023282226007949,0.9023282226007951
2017,Greenwich,24,105.3225,1.100048567265663,85.715,0.895256597053586,1.22875226039783,1.22875226039783
2017,Hackney,52,747.1639423076923,0.991271902157032,765.662641509434,1.0119209073843876,0.9758396215266907,0.9795942498305237
2017,Hammersmith and Fulham,42,709.2357142857144,0.9606098958114649,690.8386046511629,0.955742097444283,1.0266301123166692,1.0050932133053454
2017,Haringey,22,260.5690909090909,1.0064330731802895,268.9317391304348,0.9942298493183449,0.9689041975916131,1.0122740469623914
2017,Harrow,17,31.07294117647059,0.9507071721482969,41.79833333333333,1.0870733673743616,0.7434014396858868,0.8745565853062579
2017,Havering,18,77.39666666666668,1.1887002063164578,64.37666666666667,0.9887319473099508,1.2022471910112362,1.202247191011236
2017,Hillingdon,35,81.17571428571429,0.99993453783713,82.90285714285714,1.021209740769835,0.9791666666666667,0.9791666666666665
2017,Hounslow,20,288.39300000000003,1.0896760137746855,265.93350000000004,1.0048141120247382,1.084455324357405,1.084455324357405
2017,Islington,63,1114.0878571428573,0.9674597748807887,1152.0067724867724,1.0003880803704732,0.9670844683820202,0.9670844683820201
2017,Kensington and Chelsea,47,702.2687234042553,1.011001344545475,733.03375,1.0170553138411622,0.9580305455298003,0.9940475515802353
2017,Kingston upon Thames,15,319.61,1.0613110433994895,269.142,0.8937247797084741,1.1875143976042388,1.1875143976042386
2017,Lambeth,88,729.008759469697,0.9893015369707179,743.2924906367042,1.0140058623191197,0.9807831622854527,0.9756369008637673
2017,Lewisham,35,273.07457142857146,1.012841613529522,291.68416666666667,1.0134683307976429,0.9361995014992979,0.9993816113941837
2017,Merton,38,194.6147368421053,0.9409036319211497,200.4275675675676,1.0374437303218755,0.9709978482700355,0.9069442557903613
2017,Newham,23,236.74565217391307,1.1154293116915281,167.44043478260872,0.7888971442723514,1.4139096836512919,1.4139096836512923
2017,Redbridge,18,72.48833333333334,1.0601481033701072,74.09,1.0835726159891188,0.9783821478382149,0.9783821478382149
2017,Richmond upon Thames,29,352.9189655172414,0.958189670184237,412.11827586206897,1.118918260021593,0.856353591160221,0.8563535911602208
2017,Southwark,74,1031.3897184684686,1.0306055644567969,886.3342414529915,0.9105445808510835,1.1636577605054317,1.1318562387066131
2017,Sutton,20,99.6495,1.0184393118524855,95.5575,0.9766181921870544,1.0428223844282238,1.0428223844282238
2017,Tower Hamlets,57,575.7782894736843,0.9685884168300115,572.8018421052632,0.9635813637731967,1.0051962950354376,1.0051962950354376
2017,Waltham Forest,20,235.941,0.9241669474623656,238.638,0.9347309370076589,0.9886983632112237,0.9886983632112235
2017,Wandsworth,72,463.72125,0.9803806447120316,484.6064383561644,1.028680217802531,0.9569027839848576,0.9530470478049271
2017,Westminster,111,1111.9217417417417,0.9846891835089749,1085.5248348348348,0.9613127643478486,1.0243171837804368,1.0243171837804368
2018,Barking and Dagenham,12,82.69250000000001,1.084349593495935,80.135,1.0508130081300813,1.0319148936170213,1.0319148936170215
2018,Barnet,20,92.16300000000001,0.9559178161473908,90.21000000000001,0.9356612327577891,1.0216494845360824,1.0216494845360826
2018,Bexley,20,41.1525,1.0084320875113948,41.2455,1.010711030082042,0.9977452085682075,0.9977452085682074
2018,Brent,25,152.4456,1.0513083632632119,140.43,0.9684453565931246,1.0855629139072849,1.0855629139072849
2018,Bromley,33,64.56454545454545,0.9880110401932033,82.00909090909092,1.2549594617905813,0.7872852233676975,0.7872852233676976
2018,Camden,73,1037.978881278539,0.9981571492977729,1025.888196347032,0.986530319675358,1.0117855775849252,1.0117855775849252
2018,City of London,34,2926.9350980392155,1.1124224269165053,2232.0949019607842,0.8483387382284574,1.3112950956825575,1.3112950956825578
2018,Croydon,24,88.31125,1.0528504111614154,78.23625,0.9327358403400166,1.1287766220901436,1.1287766220901436
2018,Ealing,36,195.6616666666667,0.9769625673967444,196.695,0.9821221267703738,0.9947465195692148,0.9947465195692147
2018,Enfield,20,69.79650000000001,1.0155615696887685,81.88650000000001,1.1914749661705004,0.8523566155593413,0.8523566155593414
2018,Greenwich,24,100.78875000000001,1.0526954832442934,85.715,0.895256597053586,1.175858951175407,1.175858951175407
2018,Hackney,52,748.9965865384615,1.0059299080629864,765.662641509434,1.0119209073843876,0.9782331616204797,0.9940795774870522
2018,Hammersmith and Fulham,43,728.4711627906977,1.0078049378911258,690.8386046511629,0.955742097444283,1.0544737336422265,1.0544737336422265
2018,Haringey,23,293.4352173913044,1.084818225304951,268.9317391304348,0.9942298493183449,1.0911141181777178,1.0911141181777175
2018,Harrow,18,44.84666666666667,1.1663531308787958,41.79833333333333,1.0870733673743616,1.0729295426452412,1.072929542645241
2018,Havering,18,66.28833333333334,1.0180923662910648,64.37666666666667,0.9887319473099508,1.0296950240770466,1.0296950240770464
2018,Hillingdon,35,89.25342857142857,1.0994370253993193,82.90285714285714,1.021209740769835,1.076602564102564,1.0766025641025643
2018,Hounslow,20,281.09250000000003,1.0620915032679739,265.93350000000004,1.0048141120247382,1.0570029725476482,1.0570029725476482
2018,Islington,63,1211.3271825396826,1.0519011726169005,1152.0067724867724,1.0003880803704732,1.0514931087816946,1.0514931087816946
2018,Kensington and Chelsea,48,690.99,0.9587212748541314,733.03375,1.0170553138411622,0.9426441824813659,0.9426441824813659
2018,Kingston upon Thames,15,344.844,1.145104175244997,269.142,0.8937247797084741,1.281271596406358,1.281271596406358
2018,Lambeth,89,738.0591666666667,1.0068665177786045,743.2924906367042,1.0140058623191197,0.9929592669965566,0.9929592669965567
2018,Lewisham,35,310.56685714285715,1.0507531386395408,291.68416666666667,1.0134683307976429,1.0647367688550933,1.0367893171487195
2018,Merton,38,231.86368421052634,1.1209910725378487,200.4275675675676,1.0374437303218755,1.1568452734545167,1.080531926478607
2018,Newham,23,235.4113043478261,1.1091425196700386,167.44043478260872,0.7888971442723514,1.4059405940594059,1.405940594059406
2018,Redbridge,18,73.72833333333334,1.0782832099138582,74.09,1.0835726159891188,0.995118549511855,0.995118549511855
2018,Richmond upon Thames,29,368.95344827586206,1.0017239577891546,412.11827586206897,1.118918260021593,0.8952610691774959,0.8952610691774958
2018,Southwark,77,1052.6741883116883,1.0712639686390948,886.3342414529915,0.9105445808510835,1.1876718049231758,1.1765090816726265
2018,Sutton,20,107.043,1.0940024712479801,95.5575,0.9766181921870544,1.1201946472019464,1.1201946472019464
2018,Tower Hamlets,57,655.1103070175438,1.1020426902569875,572.8018421052632,0.9635813637731967,1.1436944836101888,1.1436944836101886
2018,Waltham Forest,20,280.581,1.0990191882120446,238.638,0.9347309370076589,1.1757599376461418,1.1757599376461416
2018,Wandsworth,71,472.89845070422535,0.98957876502061215,484.6064383561644,1.028680217802531,0.9758402143981955,0.9619887190351075
2018,Westminster,111,1150.06484984985,1.0184677351547355,1085.5248348348348,0.9613127643478486,1.059455125248088,1.059455125248088
2019,Barking and Dagenham,12,67.19250000000001,0.8810975609756098,80.135,1.0508130081300813,0.8384912959381046,0.8384912959381045
2019,Barnet,20,103.32300000000001,1.0716697212308286,90.21000000000001,0.9356612327577891,1.145360824742268,1.145360824742268
2019,Bexley,20,40.269000000000005,0.9867821330902461,41.2455,1.010711030082042,0.9763246899661783,0.9763246899661779
2019,Brent,25,138.2724,0.9535659312467932,140.43,0.9684453565931246,0.9846357615894039,0.984635761589404
2019,Bromley,33,62.81727272727273,0.9612730722787648,82.00909090909092,1.2549594617905813,0.7659793814432989,0.7659793814432989
2019,Camden,75,1063.5936666666666,1.0031164012083067,1025.888196347032,0.986530319675358,1.0367539761680618,1.0168125410868332
2019,City of London,35,2995.5784285714285,1.1027841860705896,2232.0949019607842,0.8483387382284574,1.3420479684532955,1.2999337839663878
2019,Croydon,24,83.31250000000001,0.9932551048692599,78.23625,0.9327358403400166,1.0648836057454187,1.0648836057454187
2019,Ealing,36,206.48583333333335,1.0310089518355132,196.695,0.9821221267703738,1.0497767270816918,1.0497767270816916
2019,Enfield,20,58.5435,0.8518267929634641,81.88650000000001,1.1914749661705004,0.7149346961953434,0.7149346961953437
2019,Greenwich,24,97.495,1.0182936700663754,85.715,0.895256597053586,1.1374321880650995,1.1374321880650995
2019,Hackney,53,767.1192452830189,1.0138459951872345,765.662641509434,1.0119209073843876,1.001902409357094,1.0019024093570938
2019,Hammersmith and Fulham,43,750.8993023255814,1.0388331939505373,690.8386046511629,0.955742097444283,1.0869388266232545,1.0869388266232547
2019,Haringey,23,254.9413043478261,0.9425077732599857,268.9317391304348,0.9942298493183449,0.9479777477071117,0.9479777477071117
2019,Harrow,17,34.902352941176474,0.881276331238345,41.79833333333333,1.0870733673743616,0.835017814295063,0.8106870775124555
2019,Havering,18,55.12833333333334,0.8466910014283446,64.37666666666667,0.9887319473099508,0.8563402889245587,0.8563402889245585
2019,Hillingdon,35,72.93857142857144,0.8984681853888451,82.90285714285714,1.021209740769835,0.8798076923076924,0.8798076923076922
2019,Hounslow,20,247.56600000000003,0.9354135919600817,265.93350000000004,1.0048141120247382,0.9309319811155796,0.9309319811155797
2019,Islington,63,1153.1019841269842,0.9933874435310719,1152.0067724867724,1.0003880803704732,1.0009506989597359,0.9930020789164054
2019,Kensington and Chelsea,48,746.0925000000001,1.0351738125864427,733.03375,1.0170553138411622,1.017814664058783,1.017814664058783
2019,Kingston upon Thames,15,300.824,0.9989294243597135,269.142,0.8937247797084741,1.1177148122552407,1.1177148122552407
2019,Lambeth,85,729.2913725490196,0.9876346865632826,743.2924906367042,1.0140058623191197,0.9811633801443477,0.9739930736736334
2019,Lewisham,35,279.87685714285715,0.9857098739436817,291.68416666666667,1.0134683307976429,0.9595202247048851,0.9726104348696184
2019,Merton,38,191.72684210526316,0.9269415307432454,200.4275675675676,1.0374437303218755,0.9565891779863502,0.89348607895645
2019,Newham,23,229.8313043478261,1.0828522984892648,167.44043478260872,0.7888971442723514,1.3726153103115188,1.372615310311519
2019,Redbridge,18,58.79666666666667,0.859906301949524,74.09,1.0835726159891188,0.793584379358438,0.7935843793584381
2019,Richmond upon Thames,29,338.1031034482759,0.9179639884372931,412.11827586206897,1.118918260021593,0.820403081472259,0.8204030814722588
2019,Southwark,81,1021.7988888888889,1.029360462712823,886.3342414529915,0.9105445808510835,1.1528369785351253,1.130488813354622
2019,Sutton,20,89.8845,0.9186389126508886,95.5575,0.9766181921870544,0.940632603406326,0.940632603406326
2019,Tower Hamlets,57,622.261754385965,1.0467840461395412,572.8018421052632,0.9635813637731967,1.0863473345318129,1.0863473345318126
2019,Waltham Forest,19,277.87421052631584,1.0712129217299418,238.638,0.9347309370076589,1.1644172785822704,1.1460120547194048
2019,Wandsworth,73,473.29356164383563,1.004666231277947,484.6064383561644,1.028680217802531,0.9766555377375851,0.9766555377375852
2019,Westminster,111,1196.1774474474475,1.0593038609118686,1085.5248348348348,0.9613127643478486,1.1019346670492793,1.101934667049279
