count_point_id,name,local_authority_name
40837,Dumfries and Galloway,Dumfries & Galloway
40838,Dumfries and Galloway,Dumfries & Galloway
40845,Argyll and Bute,Argyll & Bute
40847,Perth and Kinross,Perth & Kinross
40852,Perth and Kinross,Perth & Kinross
40863,Perth and Kinross,Perth & Kinross
40864,Perth and Kinross,Perth & Kinross
40866,Perth and Kinross,Perth & Kinross
40878,Dumfries and Galloway,Dumfries & Galloway
40883,Dumfries and Galloway,Dumfries & Galloway
40884,Dumfries and Galloway,Dumfries & Galloway
40885,Dumfries and Galloway,Dumfries & Galloway
40886,Dumfries and Galloway,Dumfries & Galloway
40888,Dumfries and Galloway,Dumfries & Galloway
40890,Dumfries and Galloway,Dumfries & Galloway
40908,Dumfries and Galloway,Dumfries & Galloway
40909,Dumfries and Galloway,Dumfries & Galloway
40913,Dumfries and Galloway,Dumfries & Galloway
40923,Argyll and Bute,Argyll & Bute
40926,Argyll and Bute,Argyll & Bute
40928,Perth and Kinross,Perth & Kinross
40930,Perth and Kinross,Perth & Kinross
40931,Perth and Kinross,Perth & Kinross
40940,Argyll and Bute,Argyll & Bute
40941,Argyll and Bute,Argyll & Bute
40942,Argyll and Bute,Argyll & Bute
40946,Na h-Eileanan Siar,Comhairle nan Eilean Siar
40947,Na h-Eileanan Siar,Comhairle nan Eilean Siar
40948,Na h-Eileanan Siar,Comhairle nan Eilean Siar
40953,Na h-Eileanan Siar,Comhairle nan Eilean Siar
40957,Argyll and Bute,Argyll & Bute
40972,Perth and Kinross,Perth & Kinross
40973,Perth and Kinross,Perth & Kinross
40974,Perth and Kinross,Perth & Kinross
40979,Perth and Kinross,Perth & Kinross
46079,Central Bedfordshire,Bedfordshire
46150,Central Bedfordshire,Bedfordshire
46178,Bedford,Bedfordshire
46179,Central Bedfordshire,Bedfordshire
46242,County Durham,Durham
46337,Cornwall,Cornwall excluding Isles of Scilly
46359,Cheshire East,Cheshire
46359,Cheshire East,East Cheshire
46377,"Bournemouth, Christchurch and Poole",Dorset
46379,"Bournemouth, Christchurch and Poole",Poole
46420,Cornwall,Cornwall excluding Isles of Scilly
46429,Cornwall,Cornwall excluding Isles of Scilly
46449,Cheshire West and Chester,Cheshire
46449,Cheshire West and Chester,West Cheshire
46450,Cheshire West and Chester,Cheshire
46450,Cheshire West and Chester,West Cheshire
46531,Cheshire West and Chester,Cheshire
46537,Cheshire East,Cheshire
46547,Cheshire East,Cheshire
46547,Cheshire East,East Cheshire
46566,Cheshire West and Chester,Cheshire
46566,Cheshire West and Chester,West Cheshire
46567,Cheshire East,Cheshire
46567,Cheshire East,East Cheshire
46568,Cheshire East,Cheshire
46568,Cheshire East,East Cheshire
46569,Cheshire West and Chester,Cheshire
46569,Cheshire West and Chester,West Cheshire
46577,Cheshire West and Chester,Cheshire
46577,Cheshire West and Chester,West Cheshire
46644,County Durham,Durham
46647,County Durham,Durham
46648,County Durham,Durham
46760,County Durham,Durham
46971,"Bournemouth, Christchurch and Poole",Bournemouth
46976,"Bournemouth, Christchurch and Poole",Bournemouth
46987,"Bournemouth, Christchurch and Poole",Bournemouth
46988,"Bournemouth, Christchurch and Poole",Poole
46994,"Bournemouth, Christchurch and Poole",Poole
47061,Cornwall,Cornwall excluding Isles of Scilly
47066,Cornwall,Cornwall excluding Isles of Scilly
47067,Cornwall,Cornwall excluding Isles of Scilly
47068,Cornwall,Cornwall excluding Isles of Scilly
47070,Cornwall,Cornwall excluding Isles of Scilly
47119,Central Bedfordshire,Bedfordshire
47278,Cheshire East,Cheshire
47278,Cheshire East,East Cheshire
47279,Cheshire West and Chester,Cheshire
47279,Cheshire West and Chester,West Cheshire
47280,Cheshire East,Cheshire
47280,Cheshire East,East Cheshire
47282,Cheshire West and Chester,Cheshire
47282,Cheshire West and Chester,West Cheshire
47284,Cheshire East,Cheshire
47284,Cheshire East,East Cheshire
47287,Cheshire East,Cheshire
47287,Cheshire East,East Cheshire
47290,Cheshire West and Chester,Cheshire
47290,Cheshire West and Chester,West Cheshire
47291,Cheshire West and Chester,Cheshire
47291,Cheshire West and Chester,West Cheshire
47298,Cheshire West and Chester,Cheshire
47298,Cheshire West and Chester,West Cheshire
47300,Cheshire West and Chester,Cheshire
47300,Cheshire West and Chester,West Cheshire
47353,Bedford,Bedfordshire
47484,County Durham,Durham
47485,County Durham,Durham
47486,County Durham,Durham
47488,County Durham,Durham
47525,County Durham,Durham
47627,"Bournemouth, Christchurch and Poole",Bournemouth
47641,Cornwall,Cornwall excluding Isles of Scilly
47647,Cornwall,Cornwall excluding Isles of Scilly
47737,Cheshire East,Cheshire
47737,Cheshire East,East Cheshire
47739,Cheshire East,Cheshire
47739,Cheshire East,East Cheshire
47751,Cheshire East,Cheshire
47751,Cheshire East,East Cheshire
47769,Cheshire West and Chester,Cheshire
47769,Cheshire West and Chester,West Cheshire
47770,Cheshire West and Chester,Cheshire
47771,Cheshire West and Chester,Cheshire
47771,Cheshire West and Chester,West Cheshire
47772,Central Bedfordshire,Bedfordshire
47782,Bedford,Bedfordshire
47792,Cheshire West and Chester,Cheshire
47792,Cheshire West and Chester,West Cheshire
47814,County Durham,Durham
47870,Central Bedfordshire,Bedfordshire
47881,Bedford,Bedfordshire
48045,Bedford,Bedfordshire
48058,Central Bedfordshire,Bedfordshire
48199,County Durham,Durham
48206,County Durham,Durham
48207,County Durham,Durham
48246,Bedford,Bedfordshire
48300,Central Bedfordshire,Bedfordshire
48321,Cornwall,Cornwall excluding Isles of Scilly
48355,Bedford,Bedfordshire
48387,Bedford,Bedfordshire
48389,Cornwall,Cornwall excluding Isles of Scilly
48392,"Bournemouth, Christchurch and Poole",Poole
48472,County Durham,Durham
48569,County Durham,Durham
48628,Central Bedfordshire,Bedfordshire
48705,Central Bedfordshire,Bedfordshire
48714,"Bournemouth, Christchurch and Poole",Poole
48717,Cheshire East,Cheshire
48717,Cheshire East,East Cheshire
48753,Bedford,Bedfordshire
48779,Central Bedfordshire,Bedfordshire
48780,Central Bedfordshire,Bedfordshire
48797,Cheshire East,Cheshire
48797,Cheshire East,East Cheshire
48822,Cornwall,Cornwall excluding Isles of Scilly
50536,Vale of Glamorgan,The Vale of Glamorgan
50578,Vale of Glamorgan,The Vale of Glamorgan
50600,Vale of Glamorgan,The Vale of Glamorgan
50628,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
50629,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
50668,Vale of Glamorgan,The Vale of Glamorgan
50718,Dumfries and Galloway,Dumfries & Galloway
50746,Dumfries and Galloway,Dumfries & Galloway
50747,Dumfries and Galloway,Dumfries & Galloway
50752,Dumfries and Galloway,Dumfries & Galloway
50763,Argyll and Bute,Argyll & Bute
50771,Argyll and Bute,Argyll & Bute
50798,Dumfries and Galloway,Dumfries & Galloway
50806,Dumfries and Galloway,Dumfries & Galloway
50809,Perth and Kinross,Perth & Kinross
50824,Perth and Kinross,Perth & Kinross
50826,Argyll and Bute,Argyll & Bute
50838,Perth and Kinross,Perth & Kinross
50840,Perth and Kinross,Perth & Kinross
50879,Perth and Kinross,Perth & Kinross
50880,Perth and Kinross,Perth & Kinross
50887,Perth and Kinross,Perth & Kinross
50902,Perth and Kinross,Perth & Kinross
50908,Argyll and Bute,Argyll & Bute
50913,Na h-Eileanan Siar,Comhairle nan Eilean Siar
50914,Perth and Kinross,Perth & Kinross
50915,Na h-Eileanan Siar,Comhairle nan Eilean Siar
50921,Na h-Eileanan Siar,Comhairle nan Eilean Siar
50923,Na h-Eileanan Siar,Comhairle nan Eilean Siar
50929,Argyll and Bute,Argyll & Bute
50930,Argyll and Bute,Argyll & Bute
50932,Argyll and Bute,Argyll & Bute
50945,Perth and Kinross,Perth & Kinross
50946,Perth and Kinross,Perth & Kinross
50948,Perth and Kinross,Perth & Kinross
50973,Dumfries and Galloway,Dumfries & Galloway
50993,Dumfries and Galloway,Dumfries & Galloway
50994,Dumfries and Galloway,Dumfries & Galloway
50995,Dumfries and Galloway,Dumfries & Galloway
50998,Dumfries and Galloway,Dumfries & Galloway
50999,Dumfries and Galloway,Dumfries & Galloway
51000,Dumfries and Galloway,Dumfries & Galloway
56180,Central Bedfordshire,Bedfordshire
56243,County Durham,Durham
56291,Cornwall,Cornwall excluding Isles of Scilly
56329,Cornwall,Cornwall excluding Isles of Scilly
56334,"Bournemouth, Christchurch and Poole",Dorset
56337,"Bournemouth, Christchurch and Poole",Poole
56338,"Bournemouth, Christchurch and Poole",Bournemouth
56354,Cheshire East,Cheshire
56354,Cheshire East,East Cheshire
56371,Cornwall,Cornwall excluding Isles of Scilly
56373,"Bournemouth, Christchurch and Poole",Dorset
56448,Cheshire West and Chester,Cheshire
56448,Cheshire West and Chester,West Cheshire
56450,Cheshire West and Chester,Cheshire
56450,Cheshire West and Chester,West Cheshire
56509,Cheshire West and Chester,Cheshire
56509,Cheshire West and Chester,West Cheshire
56516,Cheshire East,Cheshire
56530,Cheshire East,Cheshire
56530,Cheshire East,East Cheshire
56531,Cheshire East,Cheshire
56533,Cheshire West and Chester,Cheshire
56533,Cheshire West and Chester,West Cheshire
56540,Cheshire West and Chester,Cheshire
56540,Cheshire West and Chester,West Cheshire
56549,Cheshire East,Cheshire
56549,Cheshire East,East Cheshire
56552,Cheshire East,Cheshire
56552,Cheshire East,East Cheshire
56581,Cheshire West and Chester,Cheshire
56581,Cheshire West and Chester,West Cheshire
56583,Bedford,Bedfordshire
56633,County Durham,Durham
56640,County Durham,Durham
56703,County Durham,Durham
56715,County Durham,Durham
56716,County Durham,Durham
56736,Cornwall,Cornwall excluding Isles of Scilly
56738,Cornwall,Cornwall excluding Isles of Scilly
56743,County Durham,Durham
56813,Cheshire East,Cheshire
56813,Cheshire East,East Cheshire
56972,"Bournemouth, Christchurch and Poole",Bournemouth
57009,"Bournemouth, Christchurch and Poole",Bournemouth
57062,Cornwall,Cornwall excluding Isles of Scilly
57063,Cornwall,Cornwall excluding Isles of Scilly
57066,Cornwall,Cornwall excluding Isles of Scilly
57071,Cornwall,Cornwall excluding Isles of Scilly
57087,Cornwall,Cornwall excluding Isles of Scilly
57093,Cornwall,Cornwall excluding Isles of Scilly
57109,Central Bedfordshire,Bedfordshire
57113,Bedford,Bedfordshire
57216,Cheshire West and Chester,Cheshire
57216,Cheshire West and Chester,West Cheshire
57248,Cheshire East,Cheshire
57248,Cheshire East,East Cheshire
57256,Cheshire West and Chester,Cheshire
57256,Cheshire West and Chester,West Cheshire
57266,Cheshire West and Chester,Cheshire
57266,Cheshire West and Chester,West Cheshire
57272,"Bournemouth, Christchurch and Poole",Bournemouth
57275,Cheshire East,Cheshire
57275,Cheshire East,East Cheshire
57276,Cheshire West and Chester,Cheshire
57276,Cheshire West and Chester,West Cheshire
57286,Cheshire East,Cheshire
57286,Cheshire East,East Cheshire
57297,Cheshire East,Cheshire
57297,Cheshire East,East Cheshire
57310,Cheshire West and Chester,Cheshire
57316,Cheshire East,Cheshire
57316,Cheshire East,East Cheshire
57321,Bedford,Bedfordshire
57462,County Durham,Durham
57477,County Durham,Durham
57521,County Durham,Durham
57522,County Durham,Durham
57527,County Durham,Durham
57541,"Bournemouth, Christchurch and Poole",Bournemouth
57543,County Durham,Durham
57560,Cornwall,Cornwall excluding Isles of Scilly
57597,Cheshire East,Cheshire
57597,Cheshire East,East Cheshire
57626,Cornwall,Cornwall excluding Isles of Scilly
57643,Cornwall,Cornwall excluding Isles of Scilly
57676,Central Bedfordshire,Bedfordshire
57685,County Durham,Durham
57687,Cornwall,Cornwall excluding Isles of Scilly
57706,Central Bedfordshire,Bedfordshire
57763,Bedford,Bedfordshire
57769,Central Bedfordshire,Bedfordshire
57789,Cheshire East,Cheshire
57789,Cheshire East,East Cheshire
57792,Central Bedfordshire,Bedfordshire
57835,Central Bedfordshire,Bedfordshire
57956,"Bournemouth, Christchurch and Poole",Poole
58071,Bedford,Bedfordshire
58075,Cheshire East,Cheshire
58075,Cheshire East,East Cheshire
58128,Bedford,Bedfordshire
58250,Cheshire East,Cheshire
58250,Cheshire East,East Cheshire
58263,"Bournemouth, Christchurch and Poole",Bournemouth
58337,Cornwall,Cornwall excluding Isles of Scilly
58341,Cheshire East,Cheshire
58341,Cheshire East,East Cheshire
58364,Central Bedfordshire,Bedfordshire
58374,Cornwall,Cornwall excluding Isles of Scilly
58403,Central Bedfordshire,Bedfordshire
58404,Central Bedfordshire,Bedfordshire
58420,Cheshire East,Cheshire
58420,Cheshire East,East Cheshire
59056,Cornwall,Cornwall excluding Isles of Scilly
60003,Cheshire West and Chester,Cheshire
60003,Cheshire West and Chester,West Cheshire
60010,Cheshire East,Cheshire
60010,Cheshire East,East Cheshire
60018,Cheshire East,Cheshire
60018,Cheshire East,East Cheshire
60020,Cheshire East,Cheshire
60020,Cheshire East,East Cheshire
60021,Cheshire East,Cheshire
60021,Cheshire East,East Cheshire
60062,County Durham,Durham
60069,County Durham,Durham
60070,County Durham,Durham
60079,"Bournemouth, Christchurch and Poole",Poole
70013,Cheshire West and Chester,Cheshire
70013,Cheshire West and Chester,West Cheshire
70014,Cheshire West and Chester,Cheshire
70014,Cheshire West and Chester,West Cheshire
70015,Cheshire West and Chester,Cheshire
70015,Cheshire West and Chester,West Cheshire
70016,Cheshire West and Chester,Cheshire
70016,Cheshire West and Chester,West Cheshire
70044,Cheshire East,Cheshire
70044,Cheshire East,East Cheshire
70045,Cheshire East,Cheshire
70045,Cheshire East,East Cheshire
70077,Cornwall,Cornwall excluding Isles of Scilly
70078,Cornwall,Cornwall excluding Isles of Scilly
70091,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
70092,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
70093,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
70248,Bedford,Bedfordshire
73029,Central Bedfordshire,Bedfordshire
73031,Central Bedfordshire,Bedfordshire
73032,Central Bedfordshire,Bedfordshire
73035,Bedford,Bedfordshire
73036,Bedford,Bedfordshire
73043,Central Bedfordshire,Bedfordshire
73045,Central Bedfordshire,Bedfordshire
73094,"Bournemouth, Christchurch and Poole",Bournemouth
73095,"Bournemouth, Christchurch and Poole",Dorset
73098,"Bournemouth, Christchurch and Poole",Bournemouth
73099,"Bournemouth, Christchurch and Poole",Poole
73231,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
73232,Vale of Glamorgan,The Vale of Glamorgan
73233,Vale of Glamorgan,The Vale of Glamorgan
73262,Cheshire East,Cheshire
73262,Cheshire East,East Cheshire
73264,Cheshire East,Cheshire
73264,Cheshire East,East Cheshire
73265,Cheshire East,Cheshire
73265,Cheshire East,East Cheshire
73267,Cheshire East,Cheshire
73271,Cheshire East,Cheshire
73271,Cheshire East,East Cheshire
73281,Cheshire West and Chester,Cheshire
73281,Cheshire West and Chester,West Cheshire
73284,Cheshire West and Chester,Cheshire
73284,Cheshire West and Chester,West Cheshire
73285,Cheshire West and Chester,Cheshire
73285,Cheshire West and Chester,West Cheshire
73286,Cheshire West and Chester,Cheshire
73286,Cheshire West and Chester,West Cheshire
73287,Cheshire East,Cheshire
73287,Cheshire East,East Cheshire
73329,County Durham,Durham
73331,County Durham,Durham
73416,"Bournemouth, Christchurch and Poole",Poole
73417,"Bournemouth, Christchurch and Poole",Dorset
73432,County Durham,Durham
73433,County Durham,Durham
73434,County Durham,Durham
73436,County Durham,Durham
73437,County Durham,Durham
73440,County Durham,Durham
73442,County Durham,Durham
74073,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
74075,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
74089,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
74094,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
74096,Vale of Glamorgan,The Vale of Glamorgan
74100,Vale of Glamorgan,The Vale of Glamorgan
74279,Argyll and Bute,Argyll & Bute
74280,Argyll and Bute,Argyll & Bute
74300,Dumfries and Galloway,Dumfries & Galloway
74301,Dumfries and Galloway,Dumfries & Galloway
74328,Perth and Kinross,Perth & Kinross
74330,Perth and Kinross,Perth & Kinross
74336,Argyll and Bute,Argyll & Bute
74337,Argyll and Bute,Argyll & Bute
74338,Argyll and Bute,Argyll & Bute
74339,Argyll and Bute,Argyll & Bute
74340,Argyll and Bute,Argyll & Bute
74341,Argyll and Bute,Argyll & Bute
74342,Argyll and Bute,Argyll & Bute
74455,Na h-Eileanan Siar,Comhairle nan Eilean Siar
74932,"Bournemouth, Christchurch and Poole",Poole
74933,"Bournemouth, Christchurch and Poole",Poole
74934,"Bournemouth, Christchurch and Poole",Poole
75153,Cornwall,Cornwall excluding Isles of Scilly
75154,Cornwall,Cornwall excluding Isles of Scilly
75155,Cornwall,Cornwall excluding Isles of Scilly
75176,Cheshire East,Cheshire
75176,Cheshire East,East Cheshire
75179,Cheshire West and Chester,Cheshire
75179,Cheshire West and Chester,West Cheshire
75180,Cheshire West and Chester,Cheshire
75180,Cheshire West and Chester,West Cheshire
75181,Cheshire West and Chester,Cheshire
75181,Cheshire West and Chester,West Cheshire
75211,Bedford,Bedfordshire
75212,Bedford,Bedfordshire
77066,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
77067,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
77069,Vale of Glamorgan,The Vale of Glamorgan
77107,Argyll and Bute,Argyll & Bute
77113,Perth and Kinross,Perth & Kinross
77121,Perth and Kinross,Perth & Kinross
77122,Perth and Kinross,Perth & Kinross
77123,Perth and Kinross,Perth & Kinross
77127,Cheshire East,Cheshire
77127,Cheshire East,East Cheshire
77128,Cheshire East,Cheshire
77128,Cheshire East,East Cheshire
77129,Cheshire East,Cheshire
77129,Cheshire East,East Cheshire
77211,Bedford,Bedfordshire
77212,Bedford,Bedfordshire
77214,Bedford,Bedfordshire
77215,Bedford,Bedfordshire
77216,Bedford,Bedfordshire
77224,Central Bedfordshire,Bedfordshire
77327,Central Bedfordshire,Bedfordshire
77374,Central Bedfordshire,Bedfordshire
77399,Central Bedfordshire,Bedfordshire
77536,County Durham,Durham
77537,County Durham,Durham
77587,County Durham,Durham
77614,County Durham,Durham
77689,County Durham,Durham
77711,County Durham,Durham
77765,County Durham,Durham
77792,Cheshire West and Chester,Cheshire
77792,Cheshire West and Chester,West Cheshire
77796,Cheshire East,Cheshire
77796,Cheshire East,East Cheshire
77797,Cheshire East,Cheshire
77797,Cheshire East,East Cheshire
77798,Cheshire East,Cheshire
77798,Cheshire East,East Cheshire
77799,Cheshire East,Cheshire
77799,Cheshire East,East Cheshire
77800,Cheshire East,Cheshire
77800,Cheshire East,East Cheshire
77818,Cheshire East,Cheshire
77818,Cheshire East,East Cheshire
77819,Cheshire East,Cheshire
77819,Cheshire East,East Cheshire
77836,Cheshire East,Cheshire
77836,Cheshire East,East Cheshire
77837,Cheshire East,Cheshire
77837,Cheshire East,East Cheshire
77838,Cheshire East,Cheshire
77838,Cheshire East,East Cheshire
77839,Cheshire East,Cheshire
77839,Cheshire East,East Cheshire
77840,Cheshire East,Cheshire
77840,Cheshire East,East Cheshire
77841,Cheshire West and Chester,Cheshire
77841,Cheshire West and Chester,West Cheshire
77843,Cheshire West and Chester,Cheshire
77843,Cheshire West and Chester,West Cheshire
77849,Cheshire West and Chester,Cheshire
77849,Cheshire West and Chester,West Cheshire
77867,Cheshire East,Cheshire
77867,Cheshire East,East Cheshire
77871,Cheshire East,Cheshire
77871,Cheshire East,East Cheshire
77873,Cheshire East,Cheshire
77873,Cheshire East,East Cheshire
77922,Cheshire East,East Cheshire
77923,Cheshire East,Cheshire
77923,Cheshire East,East Cheshire
77935,Cheshire West and Chester,Cheshire
77935,Cheshire West and Chester,West Cheshire
77936,Cheshire West and Chester,Cheshire
77936,Cheshire West and Chester,West Cheshire
77961,"Bournemouth, Christchurch and Poole",Poole
77962,"Bournemouth, Christchurch and Poole",Poole
77999,Cornwall,Cornwall excluding Isles of Scilly
78061,Cornwall,Cornwall excluding Isles of Scilly
78065,"Bournemouth, Christchurch and Poole",Poole
78419,Vale of Glamorgan,The Vale of Glamorgan
78434,Vale of Glamorgan,The Vale of Glamorgan
78473,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78475,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78484,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78488,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78489,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78491,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78492,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78503,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78504,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78506,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78507,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
78556,Dumfries and Galloway,Dumfries & Galloway
78558,Dumfries and Galloway,Dumfries & Galloway
78559,Dumfries and Galloway,Dumfries & Galloway
78560,Dumfries and Galloway,Dumfries & Galloway
78598,Argyll and Bute,Argyll & Bute
78599,Argyll and Bute,Argyll & Bute
78638,Dumfries and Galloway,Dumfries & Galloway
78640,Dumfries and Galloway,Dumfries & Galloway
80053,Perth and Kinross,Perth & Kinross
80054,Perth and Kinross,Perth & Kinross
80055,Perth and Kinross,Perth & Kinross
80056,Perth and Kinross,Perth & Kinross
80057,Perth and Kinross,Perth & Kinross
80058,Perth and Kinross,Perth & Kinross
80066,Perth and Kinross,Perth & Kinross
80067,Perth and Kinross,Perth & Kinross
80068,Perth and Kinross,Perth & Kinross
80069,Perth and Kinross,Perth & Kinross
80070,Perth and Kinross,Perth & Kinross
80071,Perth and Kinross,Perth & Kinross
80072,Perth and Kinross,Perth & Kinross
80073,Perth and Kinross,Perth & Kinross
80074,Perth and Kinross,Perth & Kinross
80075,Perth and Kinross,Perth & Kinross
80082,Perth and Kinross,Perth & Kinross
80083,Perth and Kinross,Perth & Kinross
80199,Dumfries and Galloway,Dumfries & Galloway
80200,Dumfries and Galloway,Dumfries & Galloway
80201,Dumfries and Galloway,Dumfries & Galloway
80213,Cheshire East,Cheshire
80213,Cheshire East,East Cheshire
80214,Cheshire East,Cheshire
80214,Cheshire East,East Cheshire
80241,Argyll and Bute,Argyll & Bute
80242,Argyll and Bute,Argyll & Bute
80243,Cheshire East,Cheshire
80243,Cheshire East,East Cheshire
80244,Cheshire East,Cheshire
80244,Cheshire East,East Cheshire
80245,Argyll and Bute,Argyll & Bute
80285,Dumfries and Galloway,Dumfries & Galloway
80286,Dumfries and Galloway,Dumfries & Galloway
80287,Dumfries and Galloway,Dumfries & Galloway
80288,Dumfries and Galloway,Dumfries & Galloway
80289,Dumfries and Galloway,Dumfries & Galloway
80290,Dumfries and Galloway,Dumfries & Galloway
80291,Dumfries and Galloway,Dumfries & Galloway
80292,Dumfries and Galloway,Dumfries & Galloway
80293,Dumfries and Galloway,Dumfries & Galloway
80294,Dumfries and Galloway,Dumfries & Galloway
80295,Dumfries and Galloway,Dumfries & Galloway
80296,Dumfries and Galloway,Dumfries & Galloway
80297,Dumfries and Galloway,Dumfries & Galloway
80298,Dumfries and Galloway,Dumfries & Galloway
80299,Dumfries and Galloway,Dumfries & Galloway
80300,Dumfries and Galloway,Dumfries & Galloway
80301,Dumfries and Galloway,Dumfries & Galloway
80302,Dumfries and Galloway,Dumfries & Galloway
80303,Dumfries and Galloway,Dumfries & Galloway
80304,Dumfries and Galloway,Dumfries & Galloway
80305,Dumfries and Galloway,Dumfries & Galloway
80306,Dumfries and Galloway,Dumfries & Galloway
80307,Dumfries and Galloway,Dumfries & Galloway
80308,Dumfries and Galloway,Dumfries & Galloway
80309,Dumfries and Galloway,Dumfries & Galloway
80310,Dumfries and Galloway,Dumfries & Galloway
80313,Dumfries and Galloway,Dumfries & Galloway
80314,Dumfries and Galloway,Dumfries & Galloway
80315,Dumfries and Galloway,Dumfries & Galloway
80316,Dumfries and Galloway,Dumfries & Galloway
80324,Dumfries and Galloway,Dumfries & Galloway
80325,Dumfries and Galloway,Dumfries & Galloway
80334,Na h-Eileanan Siar,Comhairle nan Eilean Siar
80335,Na h-Eileanan Siar,Comhairle nan Eilean Siar
80338,Dumfries and Galloway,Dumfries & Galloway
80339,Argyll and Bute,Argyll & Bute
80347,Perth and Kinross,Perth & Kinross
80349,Dumfries and Galloway,Dumfries & Galloway
80359,Dumfries and Galloway,Dumfries & Galloway
80362,Dumfries and Galloway,Dumfries & Galloway
80363,Argyll and Bute,Argyll & Bute
80367,Argyll and Bute,Argyll & Bute
80370,Perth and Kinross,Perth & Kinross
80371,Argyll and Bute,Argyll & Bute
80377,Dumfries and Galloway,Dumfries & Galloway
80378,Perth and Kinross,Perth & Kinross
80392,Argyll and Bute,Argyll & Bute
80412,Na h-Eileanan Siar,Comhairle nan Eilean Siar
80413,Na h-Eileanan Siar,Comhairle nan Eilean Siar
80414,Na h-Eileanan Siar,Comhairle nan Eilean Siar
80475,Cornwall,Cornwall excluding Isles of Scilly
80533,Perth and Kinross,Perth & Kinross
80650,Cornwall,Cornwall excluding Isles of Scilly
80674,Central Bedfordshire,Bedfordshire
80676,Central Bedfordshire,Bedfordshire
80682,Cheshire East,Cheshire
80682,Cheshire East,East Cheshire
80683,Cheshire East,Cheshire
80683,Cheshire East,East Cheshire
80684,Cheshire East,Cheshire
80684,Cheshire East,East Cheshire
80692,County Durham,Durham
80698,Cornwall,Cornwall excluding Isles of Scilly
80699,Cornwall,Cornwall excluding Isles of Scilly
80700,Cornwall,Cornwall excluding Isles of Scilly
80710,Central Bedfordshire,Bedfordshire
80711,Bedford,Bedfordshire
80712,Bedford,Bedfordshire
80750,Cheshire East,Cheshire
80750,Cheshire East,East Cheshire
80751,Cheshire East,Cheshire
80751,Cheshire East,East Cheshire
80752,Cheshire East,Cheshire
80752,Cheshire East,East Cheshire
80753,Cheshire East,Cheshire
80753,Cheshire East,East Cheshire
80754,Cheshire East,Cheshire
80754,Cheshire East,East Cheshire
80755,Cheshire East,Cheshire
80787,County Durham,Durham
80880,County Durham,Durham
81006,County Durham,Durham
81008,County Durham,Durham
81009,County Durham,Durham
81010,County Durham,Durham
81011,County Durham,Durham
81075,County Durham,Durham
81103,Argyll and Bute,Argyll & Bute
81104,Argyll and Bute,Argyll & Bute
81105,Argyll and Bute,Argyll & Bute
81116,Argyll and Bute,Argyll & Bute
81153,Bedford,Bedfordshire
81173,Central Bedfordshire,Bedfordshire
81174,Central Bedfordshire,Bedfordshire
81175,Central Bedfordshire,Bedfordshire
81180,Cornwall,Cornwall excluding Isles of Scilly
81182,Cornwall,Cornwall excluding Isles of Scilly
81183,Cornwall,Cornwall excluding Isles of Scilly
81184,Cornwall,Cornwall excluding Isles of Scilly
81185,Cornwall,Cornwall excluding Isles of Scilly
81186,Cornwall,Cornwall excluding Isles of Scilly
81232,County Durham,Durham
81240,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
81241,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
81243,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
81244,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
81256,Cheshire West and Chester,West Cheshire
81257,Cheshire East,East Cheshire
81260,Cheshire East,East Cheshire
81261,Cheshire West and Chester,West Cheshire
81262,Cheshire East,East Cheshire
81263,Cheshire West and Chester,West Cheshire
81264,Cheshire West and Chester,West Cheshire
81265,Cheshire East,East Cheshire
81266,Cheshire East,East Cheshire
81267,Cheshire West and Chester,West Cheshire
81268,Cheshire East,East Cheshire
81269,Cheshire West and Chester,West Cheshire
81272,Cheshire East,East Cheshire
81273,Cheshire West and Chester,West Cheshire
81274,Cheshire East,East Cheshire
81275,Cheshire West and Chester,West Cheshire
81276,Cheshire East,East Cheshire
