count_point_id,name,local_authority_name
81277,Cheshire East,East Cheshire
81278,Cheshire West and Chester,West Cheshire
81279,Cheshire East,East Cheshire
81295,County Durham,Durham
81296,County Durham,Durham
81297,County Durham,Durham
81375,Cheshire West and Chester,West Cheshire
81376,Cheshire West and Chester,West Cheshire
81427,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
81477,Dumfries and Galloway,Dumfries & Galloway
81478,Dumfries and Galloway,Dumfries & Galloway
81512,"Bournemouth, Christchurch and Poole",Poole
81513,"Bournemouth, Christchurch and Poole",Poole
81514,"Bournemouth, Christchurch and Poole",Poole
81515,"Bournemouth, Christchurch and Poole",Poole
81516,"Bournemouth, Christchurch and Poole",Poole
82125,Cornwall,Cornwall excluding Isles of Scilly
82126,Cornwall,Cornwall excluding Isles of Scilly
82127,Cornwall,Cornwall excluding Isles of Scilly
82128,Na h-Eileanan Siar,Comhairle nan Eilean Siar
82129,Na h-Eileanan Siar,Comhairle nan Eilean Siar
82130,Na h-Eileanan Siar,Comhairle nan Eilean Siar
84063,Na h-Eileanan Siar,Comhairle nan Eilean Siar
86066,County Durham,Durham
88003,Na h-Eileanan Siar,Comhairle nan Eilean Siar
88025,Cheshire West and Chester,West Cheshire
88026,Cheshire West and Chester,West Cheshire
88027,Cheshire West and Chester,West Cheshire
88028,Cheshire West and Chester,West Cheshire
88029,Cheshire West and Chester,West Cheshire
88030,Cheshire West and Chester,West Cheshire
88031,Cheshire West and Chester,West Cheshire
88032,Cheshire West and Chester,West Cheshire
88082,Na h-Eileanan Siar,Comhairle nan Eilean Siar
88083,Na h-Eileanan Siar,Comhairle nan Eilean Siar
89024,Cheshire East,East Cheshire
89026,Cheshire East,East Cheshire
89027,Cheshire East,East Cheshire
89233,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
89235,Cheshire East,East Cheshire
89344,Cheshire East,East Cheshire
90111,Perth and Kinross,Perth & Kinross
90112,Perth and Kinross,Perth & Kinross
90197,Cheshire West and Chester,West Cheshire
90327,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
91044,Perth and Kinross,Perth & Kinross
91047,Perth and Kinross,Perth & Kinross
91048,Perth and Kinross,Perth & Kinross
91051,Perth and Kinross,Perth & Kinross
91111,Cheshire East,East Cheshire
91233,Cheshire West and Chester,West Cheshire
91292,Argyll and Bute,Argyll & Bute
99023,Cornwall,Cornwall excluding Isles of Scilly
99056,County Durham,Durham
99057,County Durham,Durham
99058,County Durham,Durham
99060,County Durham,Durham
99061,County Durham,Durham
99062,County Durham,Durham
99064,Cheshire East,Cheshire
99064,Cheshire East,East Cheshire
99089,Cornwall,Cornwall excluding Isles of Scilly
99090,Cornwall,Cornwall excluding Isles of Scilly
99092,Cornwall,Cornwall excluding Isles of Scilly
99093,Cornwall,Cornwall excluding Isles of Scilly
99094,Cornwall,Cornwall excluding Isles of Scilly
99096,Cornwall,Cornwall excluding Isles of Scilly
99097,Cornwall,Cornwall excluding Isles of Scilly
99098,Cornwall,Cornwall excluding Isles of Scilly
99100,Cornwall,Cornwall excluding Isles of Scilly
99101,Cornwall,Cornwall excluding Isles of Scilly
99102,Cornwall,Cornwall excluding Isles of Scilly
99103,Cornwall,Cornwall excluding Isles of Scilly
99106,Cornwall,Cornwall excluding Isles of Scilly
99113,Cheshire East,Cheshire
99113,Cheshire East,East Cheshire
99226,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99227,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99229,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99238,Central Bedfordshire,Bedfordshire
99239,Central Bedfordshire,Bedfordshire
99240,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99262,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99263,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99264,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99265,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99287,Cheshire East,Cheshire
99287,Cheshire East,East Cheshire
99290,Cheshire East,Cheshire
99290,Cheshire East,East Cheshire
99312,Bedford,Bedfordshire
99313,Bedford,Bedfordshire
99314,Bedford,Bedfordshire
99315,Bedford,Bedfordshire
99316,Bedford,Bedfordshire
99317,Bedford,Bedfordshire
99318,Bedford,Bedfordshire
99339,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99340,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99341,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99384,Cheshire East,Cheshire
99384,Cheshire East,East Cheshire
99410,Bedford,Bedfordshire
99503,Cheshire West and Chester,Cheshire
99503,Cheshire West and Chester,West Cheshire
99581,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99583,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99586,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99587,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99592,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99597,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99655,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99660,Cornwall,Cornwall excluding Isles of Scilly
99661,Cornwall,Cornwall excluding Isles of Scilly
99754,Cheshire East,Cheshire
99754,Cheshire East,East Cheshire
99763,Cheshire West and Chester,Cheshire
99763,Cheshire West and Chester,West Cheshire
99787,Cheshire East,Cheshire
99787,Cheshire East,East Cheshire
99862,"Bournemouth, Christchurch and Poole",Poole
99863,"Bournemouth, Christchurch and Poole",Poole
99864,"Bournemouth, Christchurch and Poole",Poole
99933,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99934,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99935,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
99943,Central Bedfordshire,Bedfordshire
99946,Bedford,Bedfordshire
99947,Bedford,Bedfordshire
99961,Vale of Glamorgan,The Vale of Glamorgan
99962,Vale of Glamorgan,The Vale of Glamorgan
800015,Cheshire West and Chester,West Cheshire
800016,Cheshire West and Chester,West Cheshire
800018,Cornwall,Cornwall excluding Isles of Scilly
800021,Cornwall,Cornwall excluding Isles of Scilly
800024,County Durham,Durham
800025,County Durham,Durham
800026,County Durham,Durham
800027,County Durham,Durham
800028,County Durham,Durham
800197,Cheshire East,East Cheshire
800200,Cornwall,Cornwall excluding Isles of Scilly
800201,County Durham,Durham
800202,County Durham,Durham
800362,Cheshire East,East Cheshire
800364,Cheshire East,East Cheshire
800365,Cheshire East,East Cheshire
800366,Cheshire East,East Cheshire
800367,Cheshire East,East Cheshire
800368,Cheshire East,East Cheshire
800369,Cheshire East,East Cheshire
800370,Cheshire East,East Cheshire
800374,Cheshire East,East Cheshire
800376,Cheshire West and Chester,West Cheshire
800377,Cheshire West and Chester,West Cheshire
800378,Cheshire West and Chester,West Cheshire
800379,Cheshire West and Chester,West Cheshire
800380,Cheshire West and Chester,West Cheshire
800381,Cheshire West and Chester,West Cheshire
800382,Cheshire West and Chester,West Cheshire
800383,Cheshire West and Chester,West Cheshire
800385,Cheshire West and Chester,West Cheshire
800386,Cheshire West and Chester,West Cheshire
800390,Cheshire West and Chester,West Cheshire
800398,Cornwall,Cornwall excluding Isles of Scilly
800399,Cornwall,Cornwall excluding Isles of Scilly
800402,Cornwall,Cornwall excluding Isles of Scilly
800414,Cornwall,Cornwall excluding Isles of Scilly
800420,Cornwall,Cornwall excluding Isles of Scilly
800426,Cornwall,Cornwall excluding Isles of Scilly
800436,County Durham,Durham
800437,County Durham,Durham
800438,County Durham,Durham
800439,County Durham,Durham
800440,County Durham,Durham
800442,County Durham,Durham
800444,County Durham,Durham
801245,Cheshire East,East Cheshire
801250,Cornwall,Cornwall excluding Isles of Scilly
801252,County Durham,Durham
801254,County Durham,Durham
801490,Cheshire East,East Cheshire
801493,Cheshire East,East Cheshire
801495,Cheshire East,East Cheshire
801498,Cheshire East,East Cheshire
801499,Cheshire West and Chester,West Cheshire
801500,Cheshire West and Chester,West Cheshire
801502,Cheshire West and Chester,West Cheshire
801503,Cheshire West and Chester,West Cheshire
801504,Cheshire West and Chester,West Cheshire
801505,Cheshire West and Chester,West Cheshire
801523,Cornwall,Cornwall excluding Isles of Scilly
801524,Cornwall,Cornwall excluding Isles of Scilly
801527,Cornwall,Cornwall excluding Isles of Scilly
801528,Cornwall,Cornwall excluding Isles of Scilly
801539,Cornwall,Cornwall excluding Isles of Scilly
801540,Cornwall,Cornwall excluding Isles of Scilly
801542,Cornwall,Cornwall excluding Isles of Scilly
801548,Cornwall,Cornwall excluding Isles of Scilly
801550,Cornwall,Cornwall excluding Isles of Scilly
801553,Cornwall,Cornwall excluding Isles of Scilly
801555,Cornwall,Cornwall excluding Isles of Scilly
801558,Cornwall,Cornwall excluding Isles of Scilly
801561,Cornwall,Cornwall excluding Isles of Scilly
801562,County Durham,Durham
801563,County Durham,Durham
801565,County Durham,Durham
801566,County Durham,Durham
801570,County Durham,Durham
801571,County Durham,Durham
801572,County Durham,Durham
801573,County Durham,Durham
801574,County Durham,Durham
801575,County Durham,Durham
801577,County Durham,Durham
803139,Cheshire East,East Cheshire
803140,Cheshire East,East Cheshire
803142,Cheshire East,East Cheshire
803143,Cheshire East,East Cheshire
803144,Cheshire East,East Cheshire
803145,Cheshire East,East Cheshire
803146,Cheshire East,East Cheshire
803147,Cheshire East,East Cheshire
803148,Cheshire East,East Cheshire
803149,Cheshire East,East Cheshire
803150,Cheshire East,East Cheshire
803151,Cheshire East,East Cheshire
803152,Cheshire East,East Cheshire
803153,Cheshire West and Chester,West Cheshire
803154,Cheshire West and Chester,West Cheshire
803155,Cheshire West and Chester,West Cheshire
803156,Cheshire West and Chester,West Cheshire
803157,Cheshire West and Chester,West Cheshire
803158,Cheshire West and Chester,West Cheshire
803159,Cheshire West and Chester,West Cheshire
803160,Cheshire West and Chester,West Cheshire
803161,Cheshire West and Chester,West Cheshire
803162,Cheshire West and Chester,West Cheshire
803163,Cheshire West and Chester,West Cheshire
803164,Cheshire West and Chester,West Cheshire
803189,Cornwall,Cornwall excluding Isles of Scilly
803190,Cornwall,Cornwall excluding Isles of Scilly
803192,Cornwall,Cornwall excluding Isles of Scilly
803196,County Durham,Durham
803197,County Durham,Durham
803198,County Durham,Durham
803199,County Durham,Durham
803200,County Durham,Durham
803201,County Durham,Durham
803202,County Durham,Durham
803203,County Durham,Durham
803204,County Durham,Durham
803205,County Durham,Durham
803206,County Durham,Durham
803207,County Durham,Durham
803208,County Durham,Durham
803209,County Durham,Durham
803210,County Durham,Durham
804644,Dumfries and Galloway,Dumfries & Galloway
804664,Perth and Kinross,Perth & Kinross
804672,Perth and Kinross,Perth & Kinross
804681,Perth and Kinross,Perth & Kinross
804688,Dumfries and Galloway,Dumfries & Galloway
804694,Argyll and Bute,Argyll & Bute
804711,Perth and Kinross,Perth & Kinross
804726,Argyll and Bute,Argyll & Bute
804737,Dumfries and Galloway,Dumfries & Galloway
804744,Na h-Eileanan Siar,Comhairle nan Eilean Siar
804749,Dumfries and Galloway,Dumfries & Galloway
804762,Dumfries and Galloway,Dumfries & Galloway
804795,Perth and Kinross,Perth & Kinross
804796,Na h-Eileanan Siar,Comhairle nan Eilean Siar
804813,Perth and Kinross,Perth & Kinross
804814,Dumfries and Galloway,Dumfries & Galloway
804827,Argyll and Bute,Argyll & Bute
804837,Argyll and Bute,Argyll & Bute
804850,Perth and Kinross,Perth & Kinross
804856,Na h-Eileanan Siar,Comhairle nan Eilean Siar
804865,Dumfries and Galloway,Dumfries & Galloway
804885,Perth and Kinross,Perth & Kinross
804894,Dumfries and Galloway,Dumfries & Galloway
804911,Argyll and Bute,Argyll & Bute
804913,Dumfries and Galloway,Dumfries & Galloway
804919,Dumfries and Galloway,Dumfries & Galloway
804928,Dumfries and Galloway,Dumfries & Galloway
804929,Perth and Kinross,Perth & Kinross
804933,Dumfries and Galloway,Dumfries & Galloway
804955,Dumfries and Galloway,Dumfries & Galloway
804956,Perth and Kinross,Perth & Kinross
804960,Argyll and Bute,Argyll & Bute
804963,Dumfries and Galloway,Dumfries & Galloway
804971,Argyll and Bute,Argyll & Bute
804975,Dumfries and Galloway,Dumfries & Galloway
804986,Dumfries and Galloway,Dumfries & Galloway
804989,Perth and Kinross,Perth & Kinross
804992,Na h-Eileanan Siar,Comhairle nan Eilean Siar
804997,Dumfries and Galloway,Dumfries & Galloway
805005,Na h-Eileanan Siar,Comhairle nan Eilean Siar
805006,Argyll and Bute,Argyll & Bute
805033,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805034,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805104,Vale of Glamorgan,The Vale of Glamorgan
805118,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805120,Vale of Glamorgan,The Vale of Glamorgan
805205,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805206,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805210,Vale of Glamorgan,The Vale of Glamorgan
805243,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805245,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805252,Vale of Glamorgan,The Vale of Glamorgan
805253,Vale of Glamorgan,The Vale of Glamorgan
805296,Cornwall,Cornwall excluding Isles of Scilly
805304,County Durham,Durham
805347,Cornwall,Cornwall excluding Isles of Scilly
805369,County Durham,Durham
805411,Rhondda Cynon Taf,"Rhondda, Cynon, Taff"
805433,Argyll and Bute,Argyll & Bute
805434,Perth and Kinross,Perth & Kinross
805446,County Durham,Durham
805454,Cheshire West and Chester,West Cheshire
805510,Dumfries and Galloway,Dumfries & Galloway
805523,Dumfries and Galloway,Dumfries & Galloway
805527,Perth and Kinross,Perth & Kinross
805535,Cornwall,Cornwall excluding Isles of Scilly
805556,Cheshire West and Chester,West Cheshire
805557,Argyll and Bute,Argyll & Bute
805558,Dumfries and Galloway,Dumfries & Galloway
805598,Cheshire East,East Cheshire
805599,County Durham,Durham
805609,Cheshire East,East Cheshire
805652,Perth and Kinross,Perth & Kinross
805663,Dumfries and Galloway,Dumfries & Galloway
805679,Dumfries and Galloway,Dumfries & Galloway
805752,Cornwall,Cornwall excluding Isles of Scilly
805781,Cornwall,Cornwall excluding Isles of Scilly
805797,Cheshire East,East Cheshire
805841,Cornwall,Cornwall excluding Isles of Scilly
805842,Cornwall,Cornwall excluding Isles of Scilly
805845,Cornwall,Cornwall excluding Isles of Scilly
805854,Cornwall,Cornwall excluding Isles of Scilly
805858,Cornwall,Cornwall excluding Isles of Scilly
805864,Cornwall,Cornwall excluding Isles of Scilly
805874,Argyll and Bute,Argyll & Bute
805885,Perth and Kinross,Perth & Kinross
805886,Perth and Kinross,Perth & Kinross
805891,Dumfries and Galloway,Dumfries & Galloway
805893,Perth and Kinross,Perth & Kinross
805894,County Durham,Durham
805899,County Durham,Durham
805938,County Durham,Durham
805962,Vale of Glamorgan,The Vale of Glamorgan
805966,Cheshire East,East Cheshire
806022,Cheshire East,East Cheshire
806031,Cornwall,Cornwall excluding Isles of Scilly
806043,Cornwall,Cornwall excluding Isles of Scilly
806047,Cornwall,Cornwall excluding Isles of Scilly
806051,Cornwall,Cornwall excluding Isles of Scilly
806074,Cornwall,Cornwall excluding Isles of Scilly
806075,Cornwall,Cornwall excluding Isles of Scilly
806080,Cornwall,Cornwall excluding Isles of Scilly
806083,Cornwall,Cornwall excluding Isles of Scilly
806085,Cheshire East,East Cheshire
806096,Cornwall,Cornwall excluding Isles of Scilly
806098,Cornwall,Cornwall excluding Isles of Scilly
806104,Cornwall,Cornwall excluding Isles of Scilly
806122,Cornwall,Cornwall excluding Isles of Scilly
806137,Cornwall,Cornwall excluding Isles of Scilly
806142,County Durham,Durham
806166,Cheshire East,East Cheshire
806170,Cheshire West and Chester,West Cheshire
806193,Cheshire West and Chester,West Cheshire
806206,Cheshire East,East Cheshire
806241,Perth and Kinross,Perth & Kinross
806242,Perth and Kinross,Perth & Kinross
806264,County Durham,Durham
806322,Cheshire East,East Cheshire
806393,County Durham,Durham
806394,Cheshire East,East Cheshire
806398,Cheshire West and Chester,West Cheshire
806399,County Durham,Durham
806460,Cornwall,Cornwall excluding Isles of Scilly
806471,Cheshire East,East Cheshire
806474,Cornwall,Cornwall excluding Isles of Scilly
806498,Cornwall,Cornwall excluding Isles of Scilly
806510,Cheshire East,East Cheshire
806525,Cheshire East,East Cheshire
806530,Cheshire East,East Cheshire
806534,County Durham,Durham
806539,Cornwall,Cornwall excluding Isles of Scilly
806549,Cheshire West and Chester,West Cheshire
806560,Cheshire East,East Cheshire
806602,County Durham,Durham
806618,Cheshire West and Chester,West Cheshire
806631,Cheshire East,East Cheshire
806634,Cheshire East,East Cheshire
806688,Cornwall,Cornwall excluding Isles of Scilly
806689,Cornwall,Cornwall excluding Isles of Scilly
806692,Cheshire East,East Cheshire
806715,Cheshire East,East Cheshire
806800,Cheshire East,East Cheshire
806806,Cornwall,Cornwall excluding Isles of Scilly
806812,County Durham,Durham
806814,Cheshire West and Chester,West Cheshire
806825,County Durham,Durham
806829,Cheshire East,East Cheshire
806854,Cheshire West and Chester,West Cheshire
806875,Cheshire West and Chester,West Cheshire
806882,County Durham,Durham
806926,Cornwall,Cornwall excluding Isles of Scilly
806933,Cheshire East,East Cheshire
806936,Cornwall,Cornwall excluding Isles of Scilly
806984,County Durham,Durham
806989,County Durham,Durham
807014,Cheshire East,East Cheshire
807045,Cornwall,Cornwall excluding Isles of Scilly
807094,Cornwall,Cornwall excluding Isles of Scilly
807121,Cheshire West and Chester,West Cheshire
807127,County Durham,Durham
807132,County Durham,Durham
807133,Cornwall,Cornwall excluding Isles of Scilly
807165,Cheshire East,East Cheshire
807178,Cheshire East,East Cheshire
807181,County Durham,Durham
807198,Cheshire West and Chester,West Cheshire
807237,Cheshire East,East Cheshire
807259,Cheshire East,East Cheshire
807283,Cheshire West and Chester,West Cheshire
807291,Cheshire West and Chester,West Cheshire
807308,Cheshire East,East Cheshire
807314,County Durham,Durham
807415,Cornwall,Cornwall excluding Isles of Scilly
807449,Cornwall,Cornwall excluding Isles of Scilly
807459,Cornwall,Cornwall excluding Isles of Scilly
807469,Cheshire West and Chester,West Cheshire
807500,County Durham,Durham
807535,County Durham,Durham
807555,County Durham,Durham
807576,Cheshire West and Chester,West Cheshire
807581,Cornwall,Cornwall excluding Isles of Scilly
807584,Cheshire West and Chester,West Cheshire
807592,Cheshire East,East Cheshire
807610,Cheshire West and Chester,West Cheshire
807626,Cornwall,Cornwall excluding Isles of Scilly
807627,County Durham,Durham
807665,Cheshire West and Chester,West Cheshire
807712,Cheshire East,East Cheshire
807751,Cheshire East,East Cheshire
807764,Cheshire West and Chester,West Cheshire
807766,Cheshire West and Chester,West Cheshire
807770,County Durham,Durham
807785,Cornwall,Cornwall excluding Isles of Scilly
807826,County Durham,Durham
807827,Cheshire West and Chester,West Cheshire
807833,Cheshire West and Chester,West Cheshire
807842,County Durham,Durham
807862,County Durham,Durham
807871,Cheshire East,East Cheshire
807921,Cheshire East,East Cheshire
807949,County Durham,Durham
807965,Cheshire East,East Cheshire
807971,Cheshire West and Chester,West Cheshire
807979,Cheshire West and Chester,West Cheshire
807981,Cheshire West and Chester,West Cheshire
807990,Cheshire West and Chester,West Cheshire
808034,Cornwall,Cornwall excluding Isles of Scilly
808064,Cornwall,Cornwall excluding Isles of Scilly
808095,Cheshire West and Chester,West Cheshire
808100,Cornwall,Cornwall excluding Isles of Scilly
808102,Cornwall,Cornwall excluding Isles of Scilly
808152,Cornwall,Cornwall excluding Isles of Scilly
808198,County Durham,Durham
808237,Cheshire East,East Cheshire
808241,Cheshire West and Chester,West Cheshire
808317,Cheshire East,East Cheshire
808321,Cornwall,Cornwall excluding Isles of Scilly
808339,Cornwall,Cornwall excluding Isles of Scilly
808347,Cornwall,Cornwall excluding Isles of Scilly
808369,Cornwall,Cornwall excluding Isles of Scilly
808395,County Durham,Durham
808419,Cheshire West and Chester,West Cheshire
808420,Cheshire West and Chester,West Cheshire
808426,County Durham,Durham
808431,Cheshire West and Chester,West Cheshire
808448,Cornwall,Cornwall excluding Isles of Scilly
808454,Cheshire West and Chester,West Cheshire
808464,Cornwall,Cornwall excluding Isles of Scilly
808469,County Durham,Durham
808527,Cheshire East,East Cheshire
808559,County Durham,Durham
808569,Cornwall,Cornwall excluding Isles of Scilly
808620,Cornwall,Cornwall excluding Isles of Scilly
808657,County Durham,Durham
808694,Cheshire East,East Cheshire
808696,Cheshire East,East Cheshire
808697,Cheshire West and Chester,West Cheshire
808703,County Durham,Durham
808706,County Durham,Durham
808798,Cheshire West and Chester,West Cheshire
808801,Cornwall,Cornwall excluding Isles of Scilly
808803,County Durham,Durham
808811,Cornwall,Cornwall excluding Isles of Scilly
808850,Cornwall,Cornwall excluding Isles of Scilly
808875,Cheshire West and Chester,West Cheshire
808903,Cheshire West and Chester,West Cheshire
808905,Cheshire West and Chester,West Cheshire
808910,County Durham,Durham
808911,County Durham,Durham
808929,Cornwall,Cornwall excluding Isles of Scilly
808938,County Durham,Durham
808958,Cornwall,Cornwall excluding Isles of Scilly
808994,Cheshire East,East Cheshire
809001,County Durham,Durham
809019,Cheshire West and Chester,West Cheshire
809076,County Durham,Durham
809104,Cornwall,Cornwall excluding Isles of Scilly
809120,Cheshire West and Chester,West Cheshire
809127,Cheshire West and Chester,West Cheshire
809147,Cheshire West and Chester,West Cheshire
809149,County Durham,Durham
809183,County Durham,Durham
809236,Cornwall,Cornwall excluding Isles of Scilly
809241,Cornwall,Cornwall excluding Isles of Scilly
809243,Cheshire East,East Cheshire
809245,County Durham,Durham
809308,Cornwall,Cornwall excluding Isles of Scilly
809310,Cornwall,Cornwall excluding Isles of Scilly
809337,County Durham,Durham
809343,Cornwall,Cornwall excluding Isles of Scilly
809347,County Durham,Durham
809380,Cheshire West and Chester,West Cheshire
809418,Cheshire East,East Cheshire
809480,County Durham,Durham
809496,Cheshire East,East Cheshire
809497,Cheshire West and Chester,West Cheshire
809537,Cornwall,Cornwall excluding Isles of Scilly
809568,Cornwall,Cornwall excluding Isles of Scilly
809573,Cornwall,Cornwall excluding Isles of Scilly
809665,Cheshire East,East Cheshire
809680,Cornwall,Cornwall excluding Isles of Scilly
809710,County Durham,Durham
809718,County Durham,Durham
809729,Cheshire West and Chester,West Cheshire
809768,Cheshire West and Chester,West Cheshire
809774,Cheshire West and Chester,West Cheshire
809843,Cheshire East,East Cheshire
809845,Cheshire East,East Cheshire
809860,Cornwall,Cornwall excluding Isles of Scilly
809868,Cheshire West and Chester,West Cheshire
809883,Cornwall,Cornwall excluding Isles of Scilly
809886,Cheshire West and Chester,West Cheshire
809890,County Durham,Durham
809897,Cheshire West and Chester,West Cheshire
809908,Cheshire East,East Cheshire
809920,Cheshire East,East Cheshire
809946,Cheshire East,East Cheshire
809962,Cheshire East,East Cheshire
810021,Cornwall,Cornwall excluding Isles of Scilly
810073,Cornwall,Cornwall excluding Isles of Scilly
810076,Cheshire East,East Cheshire
810113,Cornwall,Cornwall excluding Isles of Scilly
810134,Cheshire East,East Cheshire
810138,Cheshire West and Chester,West Cheshire
810157,Cheshire West and Chester,West Cheshire
810162,Cheshire West and Chester,West Cheshire
810170,Cornwall,Cornwall excluding Isles of Scilly
810190,Cheshire East,East Cheshire
810221,Cornwall,Cornwall excluding Isles of Scilly
810223,Cornwall,Cornwall excluding Isles of Scilly
810246,Cornwall,Cornwall excluding Isles of Scilly
810257,Cheshire West and Chester,West Cheshire
810351,Cheshire West and Chester,West Cheshire
810352,Cheshire West and Chester,West Cheshire
810360,County Durham,Durham
810365,Cheshire East,East Cheshire
810400,Cheshire West and Chester,West Cheshire
810404,Cheshire East,East Cheshire
810425,Cheshire West and Chester,West Cheshire
810430,County Durham,Durham
810436,Cheshire West and Chester,West Cheshire
810464,Cheshire West and Chester,West Cheshire
810521,Cheshire West and Chester,West Cheshire
810528,Cheshire West and Chester,West Cheshire
810536,County Durham,Durham
810554,Cheshire West and Chester,West Cheshire
810556,Cornwall,Cornwall excluding Isles of Scilly
810578,Cheshire West and Chester,West Cheshire
810594,Cheshire East,East Cheshire
810622,County Durham,Durham
810625,County Durham,Durham
810633,Cornwall,Cornwall excluding Isles of Scilly
810652,Cheshire East,East Cheshire
810662,Cheshire West and Chester,West Cheshire
810685,Cheshire East,East Cheshire
810704,Cornwall,Cornwall excluding Isles of Scilly
810715,Cheshire West and Chester,West Cheshire
810796,County Durham,Durham
810815,Cornwall,Cornwall excluding Isles of Scilly
810825,County Durham,Durham
810835,Cheshire West and Chester,West Cheshire
810868,Cheshire West and Chester,West Cheshire
810889,Cheshire East,East Cheshire
810894,County Durham,Durham
810922,County Durham,Durham
810942,County Durham,Durham
811258,Argyll and Bute,Argyll & Bute
811261,Perth and Kinross,Perth & Kinross
811264,Dumfries and Galloway,Dumfries & Galloway
811268,Dumfries and Galloway,Dumfries & Galloway
811270,Argyll and Bute,Argyll & Bute
811273,Argyll and Bute,Argyll & Bute
811277,Dumfries and Galloway,Dumfries & Galloway
811281,Argyll and Bute,Argyll & Bute
811288,Argyll and Bute,Argyll & Bute
811290,Perth and Kinross,Perth & Kinross
811303,Dumfries and Galloway,Dumfries & Galloway
811305,Perth and Kinross,Perth & Kinross
811306,Perth and Kinross,Perth & Kinross
811307,Perth and Kinross,Perth & Kinross
811320,Dumfries and Galloway,Dumfries & Galloway
811329,Dumfries and Galloway,Dumfries & Galloway
811342,Argyll and Bute,Argyll & Bute
811343,Dumfries and Galloway,Dumfries & Galloway
811348,Dumfries and Galloway,Dumfries & Galloway
811350,Dumfries and Galloway,Dumfries & Galloway
811353,Argyll and Bute,Argyll & Bute
811361,Dumfries and Galloway,Dumfries & Galloway
811369,Perth and Kinross,Perth & Kinross
811394,Argyll and Bute,Argyll & Bute
811395,Perth and Kinross,Perth & Kinross
811396,Dumfries and Galloway,Dumfries & Galloway
811401,Dumfries and Galloway,Dumfries & Galloway
811403,Dumfries and Galloway,Dumfries & Galloway
811404,Dumfries and Galloway,Dumfries & Galloway
811408,Dumfries and Galloway,Dumfries & Galloway
811410,Perth and Kinross,Perth & Kinross
811421,Dumfries and Galloway,Dumfries & Galloway
811426,Dumfries and Galloway,Dumfries & Galloway
811427,Argyll and Bute,Argyll & Bute
811429,Perth and Kinross,Perth & Kinross
811430,Argyll and Bute,Argyll & Bute
811437,Dumfries and Galloway,Dumfries & Galloway
811438,Dumfries and Galloway,Dumfries & Galloway
811445,Dumfries and Galloway,Dumfries & Galloway
811446,Argyll and Bute,Argyll & Bute
811465,Perth and Kinross,Perth & Kinross
811473,Dumfries and Galloway,Dumfries & Galloway
811475,Dumfries and Galloway,Dumfries & Galloway
811480,Dumfries and Galloway,Dumfries & Galloway
811490,Perth and Kinross,Perth & Kinross
811491,Dumfries and Galloway,Dumfries & Galloway
811500,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811505,Argyll and Bute,Argyll & Bute
811512,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811525,Dumfries and Galloway,Dumfries & Galloway
811526,Argyll and Bute,Argyll & Bute
811531,Argyll and Bute,Argyll & Bute
811533,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811536,Dumfries and Galloway,Dumfries & Galloway
811538,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811550,Dumfries and Galloway,Dumfries & Galloway
811560,Dumfries and Galloway,Dumfries & Galloway
811564,Perth and Kinross,Perth & Kinross
811577,Perth and Kinross,Perth & Kinross
811589,Perth and Kinross,Perth & Kinross
811590,Perth and Kinross,Perth & Kinross
811595,Argyll and Bute,Argyll & Bute
811603,Na h-Eileanan Siar,Comhairle nan Eilean Siar
811609,Dumfries and Galloway,Dumfries & Galloway
