year,local_authority_name,sum_cycles,change_cycles,mean_cycles,n_cycles,cycling_2011,multiplier
2011,Newham,31439,0.8123783268016511,161.7428888888889,25,0.8123783268016511,1
2011,Newport,10613,0.998285076355598,40.90290404040404,22,0.998285076355598,1
2011,Norfolk,55363,1.2939248096269644,47.23591954022989,116,1.2939248096269644,1
2011,North Ayrshire,816,1.2282278412071088,10.54973544973545,9,1.2282278412071088,1
2011,North East Lincolnshire,24823,1.005393762030489,97.31004273504274,26,1.005393762030489,1
2011,North Lincolnshire,6322,1.0480333091962666,33.24716553287982,21,1.0480333091962666,1
2011,North Somerset,13679,1.0239076827492697,47.8059670781893,27,1.0239076827492697,1
2011,North Tyneside,20113,1.1116433779467434,73.15022522522523,37,1.1116433779467434,1
2011,North Yorkshire,18607,1.0082102928007162,27.154040404040405,77,1.0082102928007162,1
2011,Northamptonshire,30063,1.2667700785376013,36.6780257936508,104,1.2667700785376013,1
2011,Northumberland,8157,1.1042565586088784,23.75979262672811,31,1.1042565586088784,1
2011,Nottingham,56143,0.9624210228786088,156.8409851621808,46,0.9624210228786088,1
2011,Nottinghamshire,33752,1.094675992321576,46.083894064872325,92,1.094675992321576,1
2011,Oldham,7761,0.8030900804757305,40.67767094017094,26,0.8030900804757305,1
2011,Orkney Islands,296,1.9578605604921395,8.077777777777778,4,1.9578605604921395,1
2011,Oxfordshire,64052,1.0008442720202895,99.35462018140589,84,1.0008442720202895,1
2011,Pembrokeshire,1672,0.7600352422046883,12.466666666666667,13,0.7600352422046883,1
2011,Perth & Kinross,1775,0.5062142286492136,10.292063492063493,14,0.5062142286492136,1
2011,Peterborough,25404,1.111559739877278,56.36354166666667,48,1.111559739877278,1
2011,Plymouth,23767,1.1509365480887748,80.02037493158183,29,1.1509365480887748,1
2011,Poole,26097,1.236280298750439,109.6827485380117,19,1.236280298750439,1
2011,Portsmouth,51079,1.129614439133385,200.28796296296295,24,1.129614439133385,1
2011,Powys,1018,1.7119584485589168,7.733611111111111,10,1.7119584485589168,1
2011,Reading,20971,0.8838238776244132,154.87447916666667,16,0.8838238776244132,1
2011,Redbridge,16704,0.4194703568132725,82.95987654320987,18,0.4194703568132725,1
2011,Redcar and Cleveland,5738,1.2617915824003143,38.85333333333333,15,1.2617915824003143,1
2011,Renfrewshire,2132,0.8905349134979064,24.726608187134502,19,0.8905349134979064,1
2011,"Rhondda, Cynon, Taff",4416,1.2763937098107143,11.534851190476191,40,1.2763937098107143,1
2011,Richmond upon Thames,63265,0.6800765789230351,319.3722222222222,19,0.6800765789230351,1
2011,Rochdale,4289,0.8117882608994376,25.70793650793651,14,0.8117882608994376,1
2011,Rotherham,6793,1.3586396621111794,22.158072916666665,32,1.3586396621111794,1
2011,Rutland,1159,2.0085916442048517,31.325000000000003,4,2.0085916442048517,1
2011,Salford,24802,0.8822678135841983,104.11656746031746,28,0.8822678135841983,1
2011,Sandwell,11112,0.9370773815484978,29.371969696969696,44,0.9370773815484978,1
2011,Scottish Borders,1904,0.7581590409562668,12.331490929705215,14,0.7581590409562668,1
2011,Sefton,15153,0.9839754583375762,84.64252873563218,29,0.9839754583375762,1
2011,Sheffield,24438,1.0909999128628067,67.63277777777778,55,1.0909999128628067,1
2011,Shetland Islands,57,0.8740740740740741,2.414814814814815,3,0.8740740740740741,1
2011,Shropshire,6272,1.0771249633266289,30.64378306878307,33,1.0771249633266289,1
2011,Slough,8375,1.047192615521861,101.56916666666666,10,1.047192615521861,1
2011,Solihull,11744,1.2511237280758105,33.60874149659864,35,1.2511237280758105,1
2011,Somerset,22111,1.1442919829800806,37.264707977207976,78,1.1442919829800806,1
2011,South Ayrshire,2061,0.75977386519322,19.638055555555557,10,0.75977386519322,1
2011,South Gloucestershire,33896,0.9778119066796476,130.70905388471178,38,0.9778119066796476,1
2011,South Lanarkshire,2509,0.41284594691288146,14.747800925925926,24,0.41284594691288146,1
2011,South Tyneside,7394,1.2080620688195778,28.46127450980392,17,1.2080620688195778,1
2011,Southampton,30070,1.0550873289764346,102.6986111111111,28,1.0550873289764346,1
2011,Southend-on-Sea,9608,0.9138446196563409,75.75256410256411,13,0.9138446196563409,1
2011,Southwark,329974,0.9084592703713071,2193.9948979591836,14,0.9084592703713071,1
2011,St. Helens,9037,1.0598716384857259,39.54907407407407,24,1.0598716384857259,1
2011,Staffordshire,24177,1.1983787537758492,27.72805702527925,108,1.1983787537758492,1
2011,Stirling,3518,0.5847510287268275,35.41185185185185,15,0.5847510287268275,1
2011,Stockport,20942,0.9288523518936134,82.23333333333333,36,0.9288523518936134,1
2011,Stockton-on-Tees,8609,1.1862589689161827,35.49749589490969,29,1.1862589689161827,1
2011,Stoke-on-Trent,8519,1.326212647103873,27.753195488721804,38,1.326212647103873,1
2011,Suffolk,35429,1.0569882421432937,48.50053485162181,92,1.0569882421432937,1
2011,Sunderland,8487,0.8653320420291704,30.42624007936508,40,0.8653320420291704,1
2011,Surrey,110258,1.0560466093895846,65.41407173980703,204,1.0560466093895846,1
2011,Sutton,12349,1.0246268594402852,72.29575163398692,17,1.0246268594402852,1
2011,Swansea,7313,1.147019819445603,14.192261904761905,28,1.147019819445603,1
2011,Swindon,21437,1.1813225949349062,83.76801346801346,33,1.1813225949349062,1
2011,Tameside,6926,0.8571364908000318,40.61461988304094,19,0.8571364908000318,1
2011,Telford and Wrekin,6520,1.250934153536324,27.386444444444443,25,1.250934153536324,1
2011,The Vale of Glamorgan,4263,0.8074993431919132,14.51578947368421,19,0.8074993431919132,1
2011,Thurrock,7181,1.2304293451699246,37.74057239057239,33,1.2304293451699246,1
2011,Torbay,4117,1.154780104618606,30.297619047619047,14,1.154780104618606,1
2011,Torfaen,1928,1.1611866723201039,10.608187134502923,19,1.1611866723201039,1
2011,Tower Hamlets,176450,0.7422361268192108,577.1442255062944,29,0.7422361268192108,1
2011,Trafford,38501,1.0615637750430045,141.83537037037036,30,1.0615637750430045,1
2011,Wakefield,13057,0.9180757426171979,40.469097222222224,32,0.9180757426171979,1
2011,Walsall,4917,0.9832054328603885,24.1241452991453,26,0.9832054328603885,1
2011,Waltham Forest,15246,0.6418310697814129,73.73402777777778,12,0.6418310697814129,1
2011,Wandsworth,194568,0.8920953248676567,623.9995775729647,31,0.8920953248676567,1
2011,Warrington,16092,0.9926809580640298,76.31639610389611,22,0.9926809580640298,1
2011,Warwickshire,35015,1.0552667083662204,43.82320053433915,101,1.0552667083662204,1
2011,West Berkshire,5582,0.8653112361292038,29.244565217391305,23,0.8653112361292038,1
2011,West Cheshire,19824,1.0884040126496768,33.07567821067821,55,1.0884040126496768,1
2011,West Dunbartonshire,1945,0.6353139849080391,36.03333333333333,6,0.6353139849080391,1
2011,West Lothian,2186,0.8906919346355102,20.013650793650793,10,0.8906919346355102,1
2011,West Sussex,51262,1.1338401821079531,44.70705467372134,135,1.1338401821079531,1
2011,Westminster,561806,0.8802124696535323,1139.8097763347764,22,0.8802124696535323,1
2011,Wigan,12585,1.186597233027972,49.264772145417304,31,1.186597233027972,1
2011,Wiltshire,15187,1.075383021470409,26.38584656084656,63,1.075383021470409,1
2011,Windsor and Maidenhead,17784,1.229791197167765,62.77244708994709,30,1.229791197167765,1
2011,Wirral,11568,1.062514966812342,58.0512012012012,37,1.062514966812342,1
2011,Wokingham,10625,1.0451054095124277,53.49844576719577,24,1.0451054095124277,1
2011,Wolverhampton,11005,1.0779453363085743,58.20210437710438,33,1.0779453363085743,1
2011,Worcestershire,23079,1.1376807177703399,32.36017857142857,80,1.1376807177703399,1
2011,Wrexham,3361,1.2008648660131678,20.08655462184874,17,1.2008648660131678,1
2011,York,49373,0.9097197734964718,290.4505555555556,25,0.9097197734964718,1
2011,NA,12086,0.7338089516710673,33.76350649350649,55,0.7338089516710673,1
2012,Aberdeen City,8004,1.0434306133612488,43.46188141923436,17,NA,0.9062796072182043
2012,Aberdeenshire,2523,0.8154745167289147,9.019009216589861,31,NA,0.7782186636376468
2012,Angus,884,0.6945562626017926,6.659920634920635,14,NA,1.1058366331430027
2012,Argyll & Bute,748,0.5820631945631946,12.615432098765432,9,NA,1.5372042242637918
2012,Barking and Dagenham,8469,0.8636924921310043,72.33803418803419,13,NA,1.7615171789152142
2012,Barnet,20532,0.6917666017051555,47.75612073112073,33,NA,0.812614153896313
2012,Barnsley,5513,0.8907391322257932,19.245555555555555,20,NA,0.8326955610465204
2012,Bath and North East Somerset,16761,1.1931948157478331,72.37301587301587,21,NA,1.1796075738191865
2012,Bedford,10706,1.256876794022354,62.73960695389267,21,NA,1.060537704444358
2012,Bexley,8155,0.5593529268579693,40.18055555555556,13,NA,0.6499520308046606
2012,Birmingham,51025,0.8918409129175264,39.65625157470396,126,NA,0.9460586625079084
2012,Blackburn with Darwen,1977,0.855489832391542,10.025925925925925,9,NA,0.8204799808973761
2012,Blackpool,8826,0.8492317852787434,59.32991452991453,13,NA,0.76595032676854935
2012,Blaenau Gwent,516,0.5504999720685995,7.281481481481482,9,NA,1.2334947886514867
2012,Bolton,15291,1.102411089766314,45.37238095238095,35,NA,0.9225293440350518
2012,Bournemouth,20514,1.0169335618791497,74.06404320987654,18,NA,0.8650527785554836
2012,Bracknell Forest,6475,1.086433651583625,42.478151260504205,17,NA,1.0340195838906778
2012,Bradford,16863,0.8982283717149951,40.573801256613756,48,NA,0.9704451324747593
2012,Brent,25554,0.7713736455280763,89.5045634920635,18,NA,0.87940809578482515
2012,Bridgend,4464,1.0415884966515712,20.246732026143793,17,NA,0.809745263772926
2012,Brighton and Hove,51797,0.8405140614043174,157.13608465608465,30,NA,0.8780760789363351
2012,"Bristol, City of",115922,1.0132927893420935,279.8729753806284,49,NA,1.0918734339638458
2012,Bromley,16056,0.7936570319259368,61.548737373737374,22,NA,1.0047927988099001
2012,Buckinghamshire,20172,0.9693470460721016,30.04721191506906,77,NA,0.9490881070911371
2012,Bury,9795,0.8671772642288605,73.40804093567252,19,NA,0.8937973104688299
2012,Caerphilly,4053,1.0353750142048292,12.562544802867384,31,NA,1.4437469805367367
2012,Calderdale,5107,0.6903133414082527,33.81535947712418,17,NA,0.7753629968001963
2012,Cambridgeshire,84122,0.9697839180224544,78.37922685928304,89,NA,0.7569036614708377
2012,Camden,243640,1.0917902807966349,1511.6194692460317,16,NA,1.2241781887882301
2012,Cardiff,44599,1.0404580870220252,66.03501984126984,72,NA,1.2511921849895251
2012,Carmarthenshire,1950,0.7287469481725676,6.295833333333333,26,NA,0.734071329349401
2012,Central Bedfordshire,8092,0.9755166946102606,24.635483870967743,31,NA,0.9968099354068796
2012,Ceredigion,461,0.9116664809720115,6.538888888888889,6,NA,1.0365994740478777
2012,City of Edinburgh,25729,0.7917256006120652,79.14657102157102,39,NA,0.8989508320711462
2012,City of London,288605,0.8540514256052201,4718.537698412698,6,NA,1.288858001922326
2012,Clackmannanshire,1064,0.745131587498178,28.271296296296295,3,NA,0.5156230873655432
2012,Comhairle nan Eilean Siar,295,0.2738095238095238,9,4,NA,NA
2012,Conwy,1968,0.43186366491050726,10.860204081632654,14,NA,0.7705974673073097
2012,Cornwall excluding Isles of Scilly,9445,1.1459555825521632,14.883833039388595,54,NA,0.961479793968494
2012,Coventry,27438,0.9795037929931063,71.96135802469136,45,NA,0.9642984932576025
2012,Croydon,20504,0.7036271421300769,66.52511337868481,28,NA,0.8066761121804316
2012,Cumbria,19538,0.9847268515305739,37.39270833333333,32,NA,1.0237001663847474
2012,Darlington,6627,0.8265623819247906,57.82121212121212,11,NA,1.007623620010154
2012,Denbighshire,1983,0.8418935251875413,15.606565656565657,11,NA,1.2280039848576039
2012,Derby,24609,1.1378666877713475,73.44845160286337,51,NA,1.1057773948471292
2012,Derbyshire,32013,1.160259453191192,29.26193092621664,91,NA,1.0881024397129333
2012,Devon,20590,1.5567874168618328,30.571566597653554,69,NA,1.3542192496488452
2012,Doncaster,13809,1.059439010410434,39.55206349206349,35,NA,0.8798141035313287
2012,Dorset,17830,0.990001672830877,26.854416519694297,54,NA,0.8815611763315128
2012,Dudley,9767,0.8370683150396547,28.584761904761905,35,NA,0.7980982473436161
2012,Dumfries & Galloway,2181,1.0021367961645773,12.614136904761905,16,NA,1.4101107436438518
2012,Dundee City,4828,1.0024389567153118,42.52417328042328,12,NA,1.2089105810336593
2012,Durham,10753,0.8727379774103987,18.357922077922076,55,NA,0.7621758889364506
2012,Ealing,35414,0.7117883322300093,122.83339947089947,30,NA,1.079707036430363
2012,East Ayrshire,665,1.1687311494016928,5.36529304029304,13,NA,1.6658537870865313
2012,East Cheshire,15960,1.051163830491599,42.57993197278912,42,NA,1.0132419538243391
2012,East Dunbartonshire,1369,1.1383239942593777,30.76076388888889,8,NA,2.14535125970458
2012,East Lothian,1447,1.099170013069692,11.65925925925926,12,NA,3.2531520904852926
2012,East Renfrewshire,1348,0.9631691418721026,25.61269841269841,7,NA,1.6346574605131086
2012,East Riding of Yorkshire,12946,1.074561446509156,33.739087301587304,42,NA,1.1352699244682285
2012,East Sussex,21755,1.0084795474900539,25.336483739837398,82,NA,0.9336047144599421
2012,Enfield,12522,0.4985471232114565,46.9677059712774,21,NA,0.8859944779489439
2012,Essex,64587,0.9894225785404446,32.006527956527954,222,NA,0.8939975967430182
2012,Falkirk,2155,0.9334095327269699,26.504166666666666,10,NA,0.7299275655207429
2012,Fife,6043,1.0800028097782166,18.888479662698412,32,NA,1.32982202908094
2012,Flintshire,7501,1.0896820346471825,27.69862637362637,26,NA,0.924543649126554
2012,Gateshead,14856,1.5530547295042099,33.800904392764856,43,NA,1.645075182655251
2012,Gloucestershire,30642,1.1003848728525931,42.41139291465378,69,NA,1.0597752091994195
2012,Greenwich,31243,0.7623165044156901,80.50304232804233,27,NA,1.0435550226201638
2012,Gwynedd,1739,0.8380474680284927,11.372727272727273,11,NA,0.6712232746088976
2012,Hackney,173826,0.6232575086384949,643.1342592592592,15,NA,0.7493525066114317
2012,Halton,5749,1.1206900006305454,34.585291005291005,15,NA,1.2090662416645017
2012,Hammersmith and Fulham,91848,0.8770795282292501,560.3700113378685,14,NA,1.277640735245226
2012,Hampshire,113446,1.0352269043118136,60.86684365451971,213,NA,0.957021380080783
2012,Haringey,36370,0.8994721783314165,204.03333333333333,9,NA,0.9291599112272856
2012,Harrow,6348,1.0737080798797431,46.78703703703704,12,NA,0.8281190497566624
2012,Hartlepool,4689,0.8697040162959744,39.539351851851855,12,NA,0.8852733896965468
2012,Havering,9128,0.7114531535863178,31.313285024154588,23,NA,1.0480673562802352
2012,"Herefordshire, County of",6751,1.0638716497313785,33.19885620915033,17,NA,0.9057785476897996
2012,Hertfordshire,57082,0.9901039630525656,40.24909653588899,159,NA,0.9910325597424003
2012,Highland,6259,0.6382973323460344,18.849000587889478,27,NA,0.8227697316709166
2012,Hillingdon,22935,0.7832087407202208,51.76254724111867,42,NA,0.8668028046954781
2012,Hounslow,50525,0.5135084265528674,155.93454941116232,31,NA,0.9597351943116793
2012,Inverclyde,1141,1.1082704058271418,15.28858024691358,9,NA,1.33335256928127
2012,Isle of Anglesey,1385,0.8050643717757124,7.101666666666667,10,NA,1.2199645467367564
2012,Isle of Wight,5529,1.0589291984450209,50.09267676767677,11,NA,1.003179188614948
2012,Islington,278354,0.9412708106830384,1792.8685185185186,12,NA,1.082184889973514
2012,Kensington and Chelsea,185484,1.006928584294009,1010.5951884920635,16,NA,1.2223969710303892
2012,Kent,52948,1.026869151177612,27.404843241644485,161,NA,0.9905571182604608
2012,"Kingston upon Hull, City of",43679,0.9585989855077904,168.93777777777777,30,NA,0.8280173230839224
2012,Kingston upon Thames,31877,0.6557719413007898,146.3885214579659,27,NA,0.7959018249381311
2012,Kirklees,6616,1.0323916084830829,23.217307692307692,26,NA,0.9585518221817078
2012,Knowsley,6170,1.1557231760626054,31.147996031746032,20,NA,1.2092725111521523
2012,Lambeth,364188,0.7280633308219406,1444.4407777777778,25,NA,0.9249907245889061
2012,Lancashire,58323,1.1260589735040512,35.839804421768704,140,NA,1.1300611156783673
2012,Leeds,46370,0.8339161161769811,67.70253077421445,98,NA,0.9624941600521665
2012,Leicester,37402,0.8595706533453272,120.82098884598885,37,NA,0.9404320278639338
2012,Leicestershire,37958,0.8870474631517745,38.352731092436976,85,NA,0.866900785113656
2012,Lewisham,83759,1.0071216018890892,256.50223665223666,22,NA,1.3035381171791756
2012,Lincolnshire,24254,0.9643377696445807,27.19445646945647,66,NA,0.8670507336393157
2012,Liverpool,39860,0.8557328001060355,60.50817321080479,57,NA,1.095386101908196
2012,Luton,5474,1.2562954860796254,37.422738095238095,20,NA,1.4672736552093864
2012,Manchester,88992,0.9662740231627064,169.3245876128229,51,NA,1.012360035210776
2012,Medway,7981,0.8668149860416101,22.444973544973546,21,NA,1.0139019819044073
2012,Merthyr Tydfil,443,0.29084508630879874,4.2875,8,NA,0.21456785745155463
2012,Merton,22397,0.8380137423298866,152.51306471306472,13,NA,1.1112418631372174
2012,Middlesbrough,10082,0.7422461634223168,31.144246031746032,30,NA,0.7875428834272953
2012,Midlothian,3156,0.8294181390820166,36.24650793650793,10,NA,1.1893095340453386
2012,Milton Keynes,16924,0.9774243245186185,44.708698830409354,38,NA,0.9868554469613336
2012,Monmouthshire,2650,0.8310559863287905,14.872395833333334,16,NA,0.787246628985364
2012,Moray,1027,0.5640057340137533,7.833553791887125,9,NA,0.5513627242657146
2012,Neath Port Talbot,4774,1.163709813943573,28.52171717171717,11,NA,0.8979343537165615
2012,Newcastle upon Tyne,24844,1.1394845058707381,62.007246376811594,46,NA,1.001309078868757
2012,Newham,31439,0.7943364234943143,143.91836419753088,18,NA,0.9777912547490427
2012,Newport,10613,0.8169719250977713,43.10290404040404,22,NA,0.8183753763807229
2012,Norfolk,55363,1.0232916366198799,38.536501536098314,124,NA,0.7908431997025334
2012,North Ayrshire,816,1.2330970358028646,8.494179894179894,9,NA,1.0039644066291238
2012,North East Lincolnshire,24823,0.8843814941753332,122.33091787439614,23,NA,0.8796369418378329
2012,North Lincolnshire,6322,0.9810623705882063,30.76984126984127,18,NA,0.9360984636457594
2012,North Somerset,13679,1.050825870465791,63.9707729468599,23,NA,1.0262896627987437
2012,North Tyneside,20113,0.9504248691789198,73.15580808080809,33,NA,0.8549728159532587
2012,North Yorkshire,18607,0.8990468973229258,20.740895061728395,72,NA,0.8917255693010786
2012,Northamptonshire,30063,1.0343144192575155,33.49871952217313,97,NA,0.816497355582917
2012,Northumberland,8157,0.7860071422863522,21.999404761904763,22,NA,0.7117975765310818
2012,Nottingham,56143,1.1296124068630125,143.58402523402523,39,NA,1.1737195884233005
2012,Nottinghamshire,33752,1.017501606501164,36.1183745228049,79,NA,0.9295002481448948
2012,Oldham,7761,1.2663088788694066,50.525198412698415,14,NA,1.5767955670916478
2012,Orkney Islands,296,0.6114832535885167,8.077777777777778,4,NA,0.31232216733290274
2012,Oxfordshire,64052,1.0092201018470532,65.65309523809523,100,NA,1.0083687643132098
2012,Pembrokeshire,1672,0.7748314931741342,14.966666666666667,13,NA,1.019467848525715
2012,Perth & Kinross,1775,0.7331642827224943,12.015185185185185,15,NA,1.44832808172713
2012,Peterborough,25404,0.8563440034405969,53.63529411764706,34,NA,0.7703985424437392
2012,Plymouth,23767,1.0831563013090646,71.99395691609978,35,NA,0.941108615507723
2012,Poole,26097,0.9888046636994041,143.09469696969697,22,NA,0.7998223903582633
2012,Portsmouth,51079,0.9266351796943803,230.77584541062802,23,NA,0.8203110261278831
2012,Powys,1018,1.1368390233033345,10.312847222222222,8,NA,0.6640576027182767
2012,Reading,20971,0.825018049434109,190.64038461538462,13,NA,0.9334643137857221
2012,Redbridge,16704,0.826560464175084,85.51338383838383,22,NA,1.9704859968043653
2012,Redcar and Cleveland,5738,1.153278682561768,33.446666666666665,15,NA,0.914000932204571
2012,Renfrewshire,2132,1.0463060188822264,13.331196581196581,13,NA,1.174918583228221
2012,"Rhondda, Cynon, Taff",4416,1.055407109156424,11.287781954887217,38,NA,0.8268664292563288
2012,Richmond upon Thames,63265,0.8786040386230165,250.42361111111111,20,NA,1.29191927181843
2012,Rochdale,4289,1.2101797950065192,31.525694444444444,16,NA,1.49075793934945
2012,Rotherham,6793,0.9275192731337607,22.82109375,32,NA,0.6826823174678236
2012,Rutland,1159,1.1189480585707001,28.55,5,NA,0.5570809088044684
2012,Salford,24802,0.9590768939908135,100.15416666666667,22,NA,1.0870586903704214
2012,Sandwell,11112,1.088317565919222,35.23625,40,NA,1.161395619346615
2012,Scottish Borders,1904,0.6633119069075023,11.942724867724868,15,NA,0.8748981032671802
2012,Sefton,15153,0.9758321737374592,61.35490196078432,17,NA,0.9917240978612668
2012,Sheffield,24438,0.841289006802365,38.794783197831975,41,NA,0.7711173913798076
2012,Shetland Islands,57,0.2777777777777778,3.4,2,NA,0.3177966101694915
2012,Shropshire,6272,1.0337415640716825,10.656238095238095,25,NA,0.9597229655499213
2012,Slough,8375,0.9901872600817714,83.92651515151515,11,NA,0.9455636388233302
2012,Solihull,11744,0.9297174458982259,41.01893601190476,32,NA,0.7431059175323151
2012,Somerset,22111,1.0825700294584215,26.943341503267973,68,NA,0.9460610102668756
2012,South Ayrshire,2061,0.7081556835809035,18.41641414141414,11,NA,0.9320611250570072
2012,South Gloucestershire,33896,1.1593256955091584,80.67099673202614,34,NA,1.1856326227872154
2012,South Lanarkshire,2509,1.023477361083674,10.453228715728716,22,NA,2.4790781373461024
2012,South Tyneside,7394,0.8094198464786118,50.15245098039216,17,NA,0.6700151154232601
2012,Southampton,30070,0.9561049851677066,118.16917989417989,30,NA,0.9061856387710076
2012,Southend-on-Sea,9608,0.8549406542959169,91.00729166666666,16,NA,0.9355426906353344
2012,Southwark,329974,0.9143730133289723,3293.1160714285716,8,NA,1.0065096401682907
2012,St. Helens,9037,0.9501780425349148,50.0033950617284,18,NA,0.8965029424624156
2012,Staffordshire,24177,0.9867657473452632,24.007643613000756,84,NA,0.8234172578879289
2012,Stirling,3518,0.38573849929944076,38.6,9,NA,0.6596627972409135
2012,Stockport,20942,1.002719156256596,81.08541666666666,32,NA,1.0795248073737376
2012,Stockton-on-Tees,8609,1.21724825745369,24.640858843537416,28,NA,1.0261235441413106
2012,Stoke-on-Trent,8519,1.0550981401549555,25.00148005148005,37,NA,0.7955723710364503
2012,Suffolk,35429,0.8757844658102089,40.40651417870519,89,NA,0.8285659488835455
2012,Sunderland,8487,1.158522389758714,15.998137125220458,36,NA,1.3388183188525222
2012,Surrey,110258,1.1359840346886805,59.17720618471914,193,NA,1.0756949784113234
2012,Sutton,12349,0.7484411765264557,63.65586419753087,18,NA,0.7304524272722079
2012,Swansea,7313,0.8831358561792783,23.212777777777777,30,NA,0.7699394911991412
2012,Swindon,21437,0.9572521091290351,58.21037037037037,30,NA,0.8103223566817345
2012,Tameside,6926,1.0776363436592622,54.37361111111111,16,NA,1.2572517390473257
2012,Telford and Wrekin,6520,0.9171133767815117,22.57203703703704,30,NA,0.7331428070685265
2012,The Vale of Glamorgan,4263,1.044683622643132,16.61969696969697,22,NA,1.2937269007720402
2012,Thurrock,7181,0.9273499643622621,19.658230452674896,27,NA,0.7536799800838571
2012,Torbay,4117,0.9525776902236882,34.42307692307692,13,NA,0.824899637960337
2012,Torfaen,1928,1.0971817846697276,11.015277777777778,20,NA,0.9448797603554202
2012,Tower Hamlets,176450,0.7889687368366047,597.1888615216202,29,NA,1.062961917816723
2012,Trafford,38501,1.0173365661526683,141.3487037037037,30,NA,0.9583376807591758
2012,Wakefield,13057,1.2528608395650616,46.26929012345679,36,NA,1.3646595606518013
2012,Walsall,4917,1.1038977893242141,16.258487654320987,18,NA,1.1227539560198538
2012,Waltham Forest,15246,0.41061561650550804,71.02569444444444,12,NA,0.6397565275943257
2012,Wandsworth,194568,0.9589177129444758,649.6911835748792,23,NA,1.0749049862880204
2012,Warrington,16092,0.9031477091777353,64.22027260179433,23,NA,0.9098066219977604
2012,Warwickshire,35015,1.1013586546828262,33.87575931013431,104,NA,1.0436780066604832
2012,West Berkshire,5582,0.6512947209909882,22.965686274509803,17,NA,0.7526710549887511
2012,West Cheshire,19824,1.093345203492692,33.876182208994706,48,NA,1.0045398498954319
2012,West Dunbartonshire,1945,1.1567515340155208,32.614285714285714,7,NA,1.8207556601842458
2012,West Lothian,2186,0.7580175564492657,27.113064713064713,13,NA,0.8510434719041914
2012,West Sussex,51262,0.9999751707287596,43.29316542043815,121,NA,0.8819366137383476
2012,Westminster,561806,0.975007999330111,1578.3885260770976,35,NA,1.1076961903458287
2012,Wigan,12585,1.095104539530717,53.953650793650795,25,NA,0.9228949040578978
2012,Wiltshire,15187,1.0502182998295144,19.113553639846742,58,NA,0.9765992942621635
2012,Windsor and Maidenhead,17784,1.0249635521186191,69.65466931216932,30,NA,0.8334451852307381
2012,Wirral,11568,1.1019995088170607,32.75244444444444,25,NA,1.0371613984160397
2012,Wokingham,10625,1.099969890556339,47.859440267335,19,NA,1.0524966003855125
2012,Wolverhampton,11005,1.00257004542426,32.44214975845411,23,NA,0.93007503409919
2012,Worcestershire,23079,1.1289292707973029,28.479228243021346,87,NA,0.9923076423496143
2012,Wrexham,3361,1.116104257630565,17.149433106575962,21,NA,0.929417030357458
2012,York,49373,1.030674618735341,173.4780982905983,26,NA,1.1329583557076968
2012,NA,12086,0.9234150833928669,28.499042950513537,51,NA,1.25838623430529
2013,Aberdeen City,8004,0.9800624903661721,52.97176587301587,20,NA,0.8512407413053732
2013,Aberdeenshire,2523,1.0103027611363757,9.881907701352146,27,NA,0.9641459647258859
2013,Angus,884,0.5771130260558305,7.682592592592592,15,NA,0.9188495735189164
2013,Argyll & Bute,748,0.9801716141001856,5.598412698412698,7,NA,2.5885916851845883
2013,Barking and Dagenham,8469,0.8598740111284713,87.20252525252525,11,NA,1.7537293146642152
2013,Barnet,20532,0.5892669458685892,69.44298115079366,32,NA,0.6922084117038104
2013,Barnsley,5513,1.1413436407931064,20.20432098765432,27,NA,1.0669698331791484
2013,Bath and North East Somerset,16761,1.1308040219973583,65.37037037037037,18,NA,1.117927241426421
2013,Bedford,10706,1.2598317163220751,41.180033416875524,19,NA,1.0630310327701429
2013,Bexley,8155,0.6479343880375498,47.959252297410195,19,NA,0.752881143750791
2013,Birmingham,51025,1.0291423168004517,48.569018653690186,137,NA,1.091707040639615
2013,Blackburn with Darwen,1977,0.9759608789642378,18.733333333333334,10,NA,0.9360209005531146
2013,Blackpool,8826,0.8931866546734184,89.8712962962963,12,NA,0.805594682007643
2013,Blaenau Gwent,516,0.9289537182394325,6.992857142857143,7,NA,2.081488880082945
2013,Bolton,15291,0.9708433590865494,46.61578947368421,38,NA,0.8124296784865926
2013,Bournemouth,20514,1.0256017628825886,115.07013888888889,20,NA,0.8724263687723766
2013,Bracknell Forest,6475,1.0255588069279364,28.351360544217687,21,NA,0.976081594351664
2013,Bradford,16863,0.9655511879296073,38.58824189095928,46,NA,1.043180643128049
2013,Brent,25554,0.8356641065337747,77.86938492063491,20,NA,0.952702733497583
2013,Bridgend,4464,0.7136035991764379,20.365079365079367,14,NA,0.5547652806286034
2013,Brighton and Hove,51797,0.9782569237771307,117.38608465608466,30,NA,1.0219745787326477
2013,"Bristol, City of",115922,0.9012334772295177,282.36009181450356,51,NA,0.9711239455524793
2013,Bromley,16056,0.8489748451136693,46.11446759259259,24,NA,1.0748267531516942
2013,Buckinghamshire,20172,1.007136455443009,31.061056166056165,65,NA,0.9860877339567238
2013,Bury,9795,0.9436328856360715,49.42008547008547,13,NA,0.9725999170440336
2013,Caerphilly,4053,0.8399617258280943,15.042432950191571,29,NA,1.1712589050278446
2013,Calderdale,5107,1.0495466678150565,32.196969696969695,11,NA,1.178855457115483
2013,Cambridgeshire,84122,1.0008659310418673,64.34489870509607,76,NA,0.7811627660229643
